Tm,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
110066,526409,-1011399,64972,-371811,2185896,-2440481,-2087478,-4705546,-5367126,-3292400,-6225713,-3308701,-4010843,-1850999,-4109842,-4875704
110067,525673,-1011933,60986,-375330,2177339,-2914139,-2092760,-4703144,-5359079,-3291744,-6219189,-3308576,-4007551,-1845151,-4108504,-5168991
110068,529432,-1017441,62632,-373749,2176443,-3185381,-2091507,-4696572,-5357677,-3289537,-6213594,-3324695,-4006677,-1838951,-4105747,-5500390
110069,529836,-1017766,65053,-371757,2182756,-2716126,-2088071,-4700408,-5366287,-3291169,-6220541,-3326384,-4011305,-1845834,-4108426,-5221202
110070,526255,-1012540,61856,-375056,2182503,-2404595,-2090601,-4708711,-5368729,-3294662,-6227334,-3310611,-4014171,-1853999,-4112971,-4863969
110071,524891,-1011399,57509,-378876,2174308,-2804660,-2096106,-4707899,-5360988,-3294561,-6222106,-3306378,-4011177,-1849762,-4112277,-5073593
110072,528224,-1016816,58055,-378289,2171348,-3186429,-2096272,-4701141,-5357611,-3292335,-6215171,-3321836,-4009477,-1842358,-4109261,-5465328
110073,529686,-1018478,60984,-375797,2177366,-2809839,-2092435,-4702924,-5365446,-3293278,-6220389,-3327736,-4013468,-1847221,-4110971,-5286584
110074,526851,-1013321,59052,-377884,2179298,-2406715,-2093419,-4711141,-5369372,-3296442,-6228032,-3313090,-4016597,-1855977,-4115322,-4884887
110075,525003,-1010804,54699,-381770,2172110,-2715776,-2098676,-4711847,-5362374,-3296764,-6224394,-3305447,-4013949,-1853426,-4115287,-5002829
110076,528194,-1015978,54539,-381591,2167965,-3206160,-2099537,-4704412,-5357089,-3294269,-6216153,-3319922,-4010823,-1844554,-4111602,-5449194
110077,530792,-1019499,58145,-378203,2173931,-2962326,-2095038,-4703545,-5363864,-3294137,-6219019,-3330974,-4013302,-1846416,-4111654,-5401410
110078,528738,-1015672,57758,-378700,2178155,-2503081,-2094143,-4710948,-5369926,-3297161,-6227478,-3320227,-4016624,-1855272,-4115626,-4993227
110079,526738,-1013019,53963,-381927,2172884,-2726081,-2098419,-4712517,-5364547,-3297840,-6225527,-3311525,-4013917,-1853866,-4115752,-5036602
110080,529765,-1018324,53729,-381534,2168428,-3284079,-2099455,-4704487,-5358216,-3295034,-6216437,-3325603,-4009267,-1843666,-4111241,-5511677
110081,533409,-1023907,58171,-377135,2174226,-3178914,-2094312,-4700613,-5363866,-3293761,-6216846,-3341712,-4010151,-1842306,-4109536,-5590199
110082,532079,-1022258,59441,-375823,2180565,-2688487,-2091561,-4706682,-5371938,-3296306,-6225587,-3335921,-4013286,-1850454,-4112684,-5198969
110083,529709,-1020137,56378,-378221,2177448,-2794472,-2094701,-4709114,-5369137,-3297587,-6225995,-3327087,-4011219,-1850757,-4113370,-5153172
110084,531834,-1025488,55875,-377926,2172455,-3359290,-2096310,-4701397,-5362671,-3295001,-6217198,-3339447,-4006097,-1840611,-4108949,-5604597
110085,535564,-1032907,60310,-373459,2176999,-3371869,-2091642,-4695671,-5367086,-3293194,-6215702,-3358409,-4006182,-1836990,-4106397,-5777187
110086,534281,-1033180,62519,-371293,2184108,-2839779,-2088159,-4701032,-5376879,-3295728,-6224881,-3356077,-4010148,-1845191,-4109577,-5390138
110087,530576,-1030876,59360,-374067,2181714,-2776321,-2091402,-4705856,-5376594,-3298082,-6228091,-3344469,-4010164,-1848611,-4111944,-5209526
110088,530822,-1034926,57370,-375354,2175065,-3293717,-2094848,-4700473,-5370094,-3296765,-6220781,-3351465,-4006297,-1840657,-4109206,-5580296
110089,533943,-1042620,60461,-372311,2176917,-3417831,-2092037,-4694482,-5372605,-3295140,-6217869,-3369713,-4006497,-1836101,-4106877,-5822356
110090,532924,-1043453,62926,-370149,2183685,-2879136,-2088554,-4699442,-5382622,-3297525,-6226714,-3368707,-4011312,-1844219,-4110144,-5457776
110091,529076,-1039683,59966,-373009,2182449,-2677879,-2091354,-4705990,-5383839,-3300596,-6232114,-3353702,-4012971,-1850300,-4113730,-5169725
110092,528494,-1041456,56902,-375441,2175184,-3151409,-2095812,-4702617,-5376771,-3300012,-6225979,-3354706,-4009624,-1844112,-4112007,-5466977
110093,531859,-1048904,58837,-373476,2175108,-3423746,-2094256,-4695853,-5376922,-3298334,-6221435,-3372411,-4009033,-1838095,-4109304,-5802139
110094,532190,-1050996,61918,-370684,2182285,-2970539,-2089981,-4698942,-5386917,-3300245,-6229144,-3375833,-4013358,-1844626,-4111659,-5538561
110095,528902,-1047517,59805,-372757,2183150,-2685178,-2091372,-4705961,-5390366,-3303561,-6236224,-3362157,-4015512,-1851857,-4115421,-5207788
110096,528378,-1048196,56883,-374971,2176974,-3116289,-2095379,-4703425,-5383834,-3303208,-6231269,-3360737,-4011722,-1846534,-4113812,-5450536
110097,532666,-1055644,59036,-372514,2176637,-3522577,-2093666,-4694727,-5382002,-3300672,-6224746,-3379379,-4009102,-1838002,-4109664,-5874238
110098,534383,-1059400,63526,-368272,2184568,-3149696,-2088167,-4695019,-5391627,-3301348,-6230551,-3388099,-4012362,-1841988,-4110442,-5710175
110099,531304,-1056484,62759,-369112,2187451,-2754469,-2088007,-4702046,-5397312,-3304552,-6238941,-3376014,-4015198,-1850160,-4114271,-5320471
110100,529850,-1056211,59791,-371465,2182043,-3084794,-2091894,-4701096,-5391978,-3304876,-6235921,-3371297,-4012133,-1846777,-4113557,-5463131
110101,533755,-1063126,61471,-369382,2180583,-3568737,-2090961,-4691957,-5388487,-3302234,-6228414,-3388207,-4008650,-1837291,-4109127,-5916245
110102,536251,-1068341,66457,-364598,2188196,-3308825,-2085116,-4689983,-5397147,-3302206,-6232379,-3400841,-4011092,-1838992,-4108831,-5860413
110103,533549,-1066339,66959,-364257,2192901,-2841674,-2083491,-4696631,-5404547,-3305159,-6241581,-3390942,-4014273,-1847436,-4112367,-5446579
110104,531423,-1065249,64198,-366496,2188704,-3063744,-2086924,-4697147,-5400552,-3305916,-6240448,-3383290,-4011717,-1845836,-4112266,-5491289
110105,534446,-1071859,65026,-365136,2185974,-3603282,-2087049,-4688292,-5395982,-3303453,-6232632,-3398246,-4007613,-1835980,-4107864,-5956367
110106,537496,-1078600,70158,-360201,2192745,-3467643,-2081376,-4684260,-5403384,-3302761,-6234551,-3414263,-4009194,-1835295,-4106487,-6009836
110107,535237,-1077988,71753,-358813,2198870,-2960249,-2078518,-4690277,-5412535,-3305641,-6244347,-3407657,-4012755,-1843812,-4109769,-5599189
110108,532379,-1076987,68981,-361119,2195864,-3074251,-2081512,-4692502,-5410772,-3307382,-6245713,-3398657,-4011125,-1844372,-4110589,-5555022
110109,534549,-1083668,68904,-360466,2192143,-3653221,-2082617,-4684345,-5405887,-3305555,-6238311,-3412032,-4006588,-1834637,-4106481,-6019388
110110,538180,-1092450,73896,-355492,2197884,-3667024,-2077297,-4678254,-5412138,-3304417,-6238254,-3432081,-4006964,-1831372,-4104040,-6197294
110111,536241,-1094411,76266,-353281,2204878,-3143961,-2073629,-4683505,-5423496,-3307500,-6248629,-3430713,-4011101,-1839721,-4107259,-5816763
110112,532531,-1094170,73494,-355615,2202961,-3127141,-2076339,-4687515,-5424670,-3310382,-6252777,-3421316,-4010991,-1842755,-4109385,-5673627
110113,533722,-1100847,72513,-355620,2198554,-3708010,-2078349,-4680449,-5419973,-3309358,-6246333,-3432302,-4006377,-1833752,-4105807,-6106434
110114,537619,-1111521,76974,-350880,2202891,-3869381,-2073729,-4672675,-5425119,-3308110,-6244732,-3455558,-4005867,-1828426,-4102732,-6397705
110115,536636,-1115628,80577,-347356,2210828,-3359134,-2068831,-4676226,-5437669,-3310752,-6254679,-3459087,-4009912,-1835689,-4105224,-6067883
110116,532878,-1115867,78583,-348915,2210716,-3220384,-2070327,-4681107,-5441382,-3314138,-6261014,-3449634,-4010642,-1840422,-4107844,-5839928
110117,533280,-1122187,77109,-349238,2206111,-3768124,-2072733,-4675207,-5437302,-3313853,-6255929,-3457889,-4006078,-1832521,-4104829,-6217172
110118,537517,-1134249,81108,-344672,2209182,-4073289,-2068670,-4665852,-5441043,-3312366,-6252716,-3483010,-4004350,-1825021,-4100836,-6607295
110119,537642,-1140793,85858,-339830,2217928,-3614899,-2062629,-4667194,-5454331,-3314478,-6261826,-3492096,-4008031,-1830583,-4102289,-6358590
110120,533860,-1141774,84935,-340358,2219668,-3344014,-2062793,-4672704,-5460717,-3318211,-6270171,-3483253,-4009767,-1836894,-4105307,-6047911
110121,533313,-1147420,83122,-340971,2215149,-3818706,-2065445,-4668449,-5457504,-3318626,-6266761,-3487776,-4005607,-1830639,-4102945,-6338109
110122,537677,-1159951,86647,-336615,2216981,-4245527,-2062082,-4658017,-5459689,-3317022,-6262315,-3512897,-4002799,-1821537,-4098235,-6800203
110123,538806,-1168349,92394,-330719,2225978,-3862072,-2055282,-4657087,-5472857,-3318295,-6269976,-3526408,-4005852,-1825074,-4098419,-6642789
110124,535124,-1169896,92681,-330100,2229479,-3476321,-2054118,-4662829,-5481554,-3322085,-6279905,-3518369,-4008456,-1832597,-4101584,-6266944
110125,533653,-1174274,90828,-330814,2225487,-3840195,-2056752,-4660273,-5479599,-3323259,-6278637,-3518631,-4005182,-1828513,-4100186,-6447132
110126,537454,-1186091,93597,-327102,2225696,-4334861,-2054543,-4649744,-5480116,-3321647,-6273379,-3541006,-4001885,-1818790,-4095387,-6927673
110127,539496,-1195689,99632,-320830,2234234,-4060196,-2047630,-4646768,-5492275,-3322331,-6279315,-3557357,-4004354,-1820277,-4094544,-6870842
110128,536338,-1198036,100945,-319158,2239394,-3606437,-2045121,-4652371,-5502825,-3326086,-6290292,-3551017,-4007449,-1828337,-4097492,-6472631
110129,534085,-1201584,99046,-319954,2236223,-3861554,-2047517,-4651564,-5502299,-3327952,-6291214,-3547920,-4004961,-1826384,-4096924,-6552208
110130,537554,-1213442,100997,-316711,2235434,-4459954,-2046073,-4640866,-5501789,-3326729,-6285687,-3569151,-4000597,-1815898,-4091725,-7079042
110131,540883,-1225618,107583,-309547,2244045,-4355579,-2038536,-4634904,-5513405,-3326772,-6289723,-3591638,-4001524,-1814316,-4089172,-7180196
110132,538779,-1230369,110671,-305906,2251618,-3880562,-2033857,-4638906,-5526311,-3330114,-6301222,-3590922,-4004235,-1821586,-4091029,-6810207
110133,536484,-1235258,109504,-305688,2250600,-4065877,-2034797,-4638547,-5528476,-3332470,-6304312,-3589092,-4001518,-1820444,-4090214,-6837343
110134,539687,-1248768,111443,-301924,2250025,-4732391,-2033156,-4627216,-5528473,-3331436,-6299062,-3612032,-3995672,-1808808,-4084226,-7400057
110135,544190,-1264407,119047,-293287,2259184,-4795389,-2024611,-4617839,-5539936,-3330704,-6301222,-3641621,-3994571,-1803651,-4079689,-7649900
110136,543300,-1273506,124193,-287124,2269439,-4346089,-2017451,-4619283,-5555827,-3333797,-6313175,-3649468,-3996477,-1809246,-4080108,-7350267
110137,540895,-1281589,124451,-285074,2271310,-4444364,-2016332,-4618751,-5562002,-3336709,-6318864,-3651647,-3993628,-1808772,-4078953,-7330234
110138,543501,-1297407,126996,-280151,2271565,-5126902,-2014007,-4606790,-5563519,-3335992,-6314596,-3676182,-3986571,-1796476,-4072219,-7886952
110139,548805,-1318089,135253,-270077,2280989,-5390849,-2004580,-4593854,-5575379,-3334967,-6315351,-3713772,-3983162,-1787511,-4065512,-8302151
110140,549094,-1333392,142784,-260822,2293933,-5009489,-1994665,-4591821,-5594779,-3337640,-6327437,-3732945,-3983567,-1790312,-4063759,-8117564
110141,546772,-1346003,145258,-256012,2299278,-5014497,-1990797,-4590397,-5606056,-3341083,-6335949,-3741284,-3980497,-1790095,-4061889,-8056244
110142,548723,-1365674,148829,-249337,2301047,-5698136,-1987281,-4577669,-5610531,-3340967,-6333545,-3769027,-3972223,-1777216,-4054282,-8388608
110143,554690,-1391492,158606,-236897,2311313,-6125689,-1976541,-4560966,-5623457,-3339517,-6333302,-3814042,-3966362,-1764512,-4045242,-8388608
110144,556289,-1413227,169144,-223939,2326995,-5827834,-1963692,-4554604,-5646115,-3341489,-6345126,-3844117,-3964948,-1763885,-4040884,-8388608
110145,554194,-1431559,174314,-215734,2336081,-5768962,-1956619,-4551371,-5662696,-3345141,-6356181,-3859770,-3960964,-1762951,-4037511,-8388608
110146,555671,-1456166,179518,-206546,2340284,-6442706,-1951072,-4537398,-5671443,-3345745,-6356305,-3892092,-3951306,-1749381,-4028681,-8388608
