Tm,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
295,-18.54699,-18.69425,-23.30295,-28.84752,-21.58752,-21.42336,-19.53978,-21.02247
296,-22.42779,-22.00353,-26.11015,-30.64848,-23.11584,-21.42336,-18.77226,-24.58183
297,-25.27371,-25.31281,-29.42775,-32.70672,-24.64416,-21.93344,-20.05146,-26.86999
298,-24.49755,-24.04001,-27.64135,-31.16304,-22.09696,-19.128,-20.05146,-24.32759
299,-18.54699,-17.67601,-21.51655,-25.2456,-16.49312,-14.0272,-15.44634,-18.98855
300,-14.92491,-14.62129,-17.68855,-21.64368,-13.43648,-12.752,-13.14378,-17.71735
301,-15.70107,-15.38497,-15.90215,-19.58544,-10.63456,-11.98688,-11.60874,-16.70039
302,-10.00923,-9.02097,-9.26695,-12.89616,-4.01184,-5.61088,-7.00362,-7.80199
303,-4.57611,-4.18433,-4.67335,-8.77968,-1.20992,-2.80544,-4.44522,-3.73415
304,-5.09355,-5.20257,-5.94935,-10.06608,-4.26656,-7.6512,-9.30618,-6.02231
305,-5.35227,-5.20257,-6.45975,-11.0952,-6.81376,-11.4768,-12.88794,-5.00535
306,-3.79995,-3.67521,-5.69415,-10.06608,-7.83264,-11.73184,-11.60874,-3.47991
307,-3.28251,-3.16609,-5.43895,-9.8088,-8.5968,-11.73184,-10.58538,-5.00535
308,-4.31739,-3.92977,-4.16295,-8.5224,-7.57792,-11.4768,-10.32954,-6.78503
309,-3.79995,-3.42065,-1.35575,-5.17776,-4.26656,-9.18144,-9.81786,-6.02231
310,0.59829,1.16143,3.23785,-1.31856,0.06368,-5.86592,-8.28282,-1.19175
311,6.03141,6.50719,6.04505,0.4824,2.35616,-3.57056,-4.9569,3.63881
312,7.32501,7.52543,3.49305,-2.34768,0.3184,-3.31552,-2.14266,3.13033
313,5.51397,5.99807,0.17545,-5.17776,-1.46464,-2.80544,0.67158,0.07945
314,4.73781,5.48895,-0.07975,-5.43504,-1.20992,-0.76512,2.7183,-0.93751
315,3.18549,2.94335,-2.12135,-6.97872,-2.99296,-2.80544,1.18326,-3.73415
316,-1.98891,-2.40241,-7.48055,-12.3816,-8.34208,-8.67136,-3.42186,-9.32743
317,-5.35227,-5.45713,-10.03255,-15.46896,-11.90816,-12.24192,-5.98026,-13.14103
318,-4.83483,-3.92977,-9.01175,-14.43984,-11.65344,-11.73184,-5.72442,-13.90375
319,-3.28251,-3.16609,-7.73575,-11.86704,-8.34208,-6.88608,-1.88682,-12.37831
320,-5.61099,-5.71169,-9.26695,-11.35248,-5.03072,-2.29536,0.92742,-11.86983
321,-9.75051,-9.53009,-11.56375,-13.15344,-5.28544,-0.76512,2.46246,-13.64951
322,-8.71563,-8.25729,-11.05335,-14.43984,-7.3232,-1.2752,2.46246,-11.86983
323,-5.35227,-4.69345,-10.54295,-15.21168,-8.34208,-2.29536,0.92742,-9.32743
324,-4.57611,-4.43889,-11.56375,-16.49808,-9.61568,-5.1008,-1.1193,-9.83591
325,-4.83483,-4.69345,-11.30855,-15.46896,-10.12512,-5.61088,-1.37514,-9.32743
326,-3.79995,-3.67521,-8.75655,-12.63888,-8.85152,-3.8256,-0.60762,-8.31047
327,-3.54123,-3.16609,-8.50135,-11.35248,-9.36096,-4.08064,-1.88682,-7.54775
328,-5.35227,-5.45713,-11.05335,-12.89616,-11.90816,-6.88608,-4.44522,-9.58167
329,-7.16331,-6.98449,-11.81895,-14.18256,-12.16288,-8.16128,-4.9569,-11.36135
330,-5.61099,-4.94801,-9.01175,-11.86704,-9.10624,-6.376,-2.14266,-10.59863
331,-0.69531,0.14319,-5.69415,-9.55152,-6.30432,-3.8256,-0.60762,-7.03927
332,2.40933,2.43423,-5.18375,-9.03696,-6.81376,-3.8256,-3.16602,-4.75111
333,1.37445,1.67055,-5.43895,-9.55152,-8.85152,-5.86592,-5.98026,-5.00535
334,3.18549,3.70703,-3.14215,-7.49328,-7.3232,-4.59072,-4.44522,-3.47991
335,5.51397,6.25263,-3.14215,-6.72144,-6.30432,-5.86592,-5.46858,-2.46295
336,4.47909,4.47071,-6.97015,-10.58064,-9.10624,-11.22176,-9.81786,-6.02231
337,-1.21275,-1.63873,-11.56375,-15.21168,-13.43648,-15.55744,-12.88794,-11.86983
338,-0.95403,-0.62049,-8.24615,-13.15344,-11.65344,-12.49696,-8.53866,-7.80199
339,2.15061,2.68879,-4.92855,-10.32336,-8.5968,-8.67136,-3.93354,-4.49687
340,-1.47147,-1.89329,-9.26695,-13.15344,-9.8704,-8.9264,-5.72442,-10.34439
341,-6.38715,-6.72993,-13.09495,-15.46896,-10.12512,-8.9264,-7.5153,-15.17495
342,-7.42203,-7.23905,-12.58455,-14.18256,-7.3232,-6.12096,-4.9569,-14.15799
343,-3.79995,-3.16609,-7.73575,-9.8088,-2.48352,-2.5504,-1.63098,-10.34439
344,0.85701,0.90687,-4.16295,-6.97872,-0.70048,-2.04032,-0.86346,-6.78503
345,0.85701,0.65231,-5.43895,-7.49328,-2.48352,-3.06048,-2.3985,-6.27655
346,1.37445,1.67055,-4.92855,-6.46416,-2.2288,-1.53024,-0.09594,-2.97143
347,5.77269,6.50719,-1.35575,-3.63408,-0.19104,-0.25504,1.69494,1.35065
348,8.87733,9.30735,0.17545,-2.34768,1.08256,-1.78528,0.41574,3.38457
349,6.54885,5.99807,-2.37655,-5.69232,-0.19104,-5.1008,-2.3985,0.33369
350,3.70293,3.70703,-4.41815,-8.26512,-1.71936,-6.63104,-3.16602,-0.68327
351,4.22037,4.47071,-3.14215,-8.26512,-2.99296,-6.376,-3.42186,0.33369
352,7.32501,7.77999,-1.61095,-7.236,-4.01184,-5.86592,-4.18938,1.35065
353,9.13605,9.30735,-2.12135,-7.49328,-5.03072,-5.61088,-5.21274,0.84217
354,11.20581,11.59839,-1.10055,-5.43504,-3.5024,-4.59072,-4.44522,2.36761
355,14.31045,14.90767,2.72745,-2.34768,-1.20992,-2.80544,-3.16602,5.41849
356,14.56917,15.16223,1.70665,-2.86224,-2.99296,-3.8256,-3.93354,4.14729
357,10.17093,9.56191,-3.90775,-8.00784,-7.06848,-6.376,-7.00362,-1.44599
358,8.35989,8.54367,-3.90775,-7.236,-5.28544,-5.1008,-6.74778,-1.19175
359,10.17093,10.58015,-0.33495,-3.3768,-1.71936,-2.04032,-4.18938,1.35065
360,8.35989,8.79823,-0.07975,-1.83312,-1.46464,-2.04032,-2.14266,-1.70023
361,7.32501,7.77999,0.17545,-0.54672,-0.9552,-1.53024,0.1599,-4.75111
362,6.03141,6.25263,-1.86615,-1.57584,-2.2288,-3.8256,-2.14266,-6.53079
363,1.63317,1.67055,-7.22535,-6.72144,-6.0496,-8.9264,-7.77114,-10.34439
364,-0.95403,-0.62049,-11.56375,-11.35248,-9.10624,-11.73184,-11.3529,-11.10711
365,-1.21275,-1.12961,-12.83975,-12.63888,-8.5968,-11.4768,-12.6321,-9.32743
366,-1.47147,-1.38417,-13.35015,-12.89616,-8.5968,-11.22176,-13.9113,-10.09015
367,-3.54123,-3.67521,-13.86055,-13.668,-9.61568,-11.22176,-14.16714,-15.42919
368,-6.38715,-5.96625,-14.62615,-15.21168,-11.90816,-12.752,-15.1905,-18.22583
369,-6.38715,-5.96625,-13.09495,-14.43984,-11.39872,-14.28224,-15.70218,-15.17495
370,-3.28251,-2.65697,-10.03255,-11.35248,-8.34208,-11.98688,-13.14378,-10.85287
371,-1.47147,-1.12961,-10.03255,-10.58064,-6.30432,-9.18144,-10.84122,-10.09015
372,-2.76507,-2.65697,-13.60535,-13.668,-7.83264,-10.96672,-10.32954,-12.37831
373,-6.64587,-6.72993,-17.68855,-18.04176,-12.4176,-15.81248,-12.12042,-14.66647
374,-6.38715,-6.22081,-16.92295,-17.5272,-14.20064,-17.8528,-14.16714,-13.64951
375,-0.17787,0.65231,-11.05335,-11.60976,-11.144,-15.04736,-13.39962,-8.31047
376,6.80757,7.77999,-5.43895,-6.20688,-6.0496,-11.73184,-11.60874,-3.73415
377,9.39477,9.30735,-3.90775,-5.69232,-5.03072,-10.96672,-11.60874,-2.20871
378,11.72325,11.85295,-2.12135,-5.17776,-4.52128,-8.9264,-10.84122,2.11337
379,11.98197,12.10751,-1.86615,-5.43504,-4.776,-6.88608,-9.05034,2.62185
380,6.80757,6.25263,-5.18375,-7.75056,-7.06848,-6.63104,-9.05034,-4.75111
381,0.33957,-0.11137,-8.50135,-10.83792,-9.36096,-7.39616,-11.3529,-11.61559
382,1.37445,1.67055,-6.45975,-9.8088,-7.57792,-7.6512,-11.60874,-10.59863
383,4.47909,4.97983,-2.88695,-7.49328,-5.03072,-7.39616,-9.05034,-9.07319
384,2.66805,2.17967,-4.92855,-9.03696,-6.81376,-8.9264,-10.32954,-11.61559
385,-0.95403,-0.87505,-7.99095,-11.35248,-8.34208,-9.69152,-12.6321,-12.12407
386,-0.69531,-0.11137,-7.99095,-10.83792,-8.08736,-8.67136,-13.14378,-9.83591
387,2.15061,2.68879,-6.45975,-8.77968,-5.54016,-6.376,-10.58538,-6.02231
388,4.47909,4.97983,-5.18375,-7.236,-2.48352,-2.80544,-7.25946,-3.47991
389,4.99653,4.97983,-4.16295,-5.69232,0.3184,-0.25504,-4.70106,-3.22567
390,5.77269,5.99807,-1.61095,-2.86224,2.61088,2.29536,-1.37514,-1.70023
391,8.10117,8.28911,0.43065,-0.804,4.1392,4.08064,-0.09594,-2.46295
392,8.35989,8.54367,-0.59015,-1.57584,3.37504,3.06048,-1.88682,-5.00535
393,5.51397,5.23439,-3.39735,-3.63408,2.10144,0.0,-4.44522,-5.25959
394,7.06629,7.27087,-0.84535,-1.31856,6.17696,1.53024,-2.14266,-0.93751
395,10.68837,10.58015,4.00345,2.28336,9.74304,3.31552,0.41574,0.33369
396,9.65349,9.81647,5.02425,3.56976,9.99776,1.53024,-1.88682,-1.70023
397,7.06629,6.76175,4.00345,4.08432,8.97888,-0.25504,-5.21274,-2.46295
398,7.06629,7.77999,4.25865,6.14256,11.27136,2.04032,-2.14266,-0.17479
399,8.10117,8.79823,4.51385,6.9144,11.7808,3.31552,-0.09594,-1.19175
400,4.22037,4.47071,0.43065,2.54064,7.70528,0.76512,-0.35178,-6.53079
401,-0.43659,-0.36593,-4.41815,-1.57584,4.90336,-1.02016,0.41574,-9.58167
402,0.33957,0.90687,-5.18375,-2.34768,5.15808,-0.51008,2.97414,-7.80199
403,3.96165,4.47071,-3.90775,-1.83312,5.66752,0.25504,3.22998,-6.53079
404,5.51397,5.48895,-2.88695,-1.57584,5.15808,-0.51008,0.41574,-7.80199
405,4.99653,4.72527,-2.12135,-1.83312,4.1392,-0.25504,-1.1193,-8.56471
406,2.66805,2.43423,-4.41815,-4.92048,2.61088,-0.25504,-0.60762,-10.59863
407,0.85701,0.90687,-7.73575,-8.00784,1.33728,-0.76512,-0.35178,-12.88679
408,-0.69531,-0.62049,-10.54295,-11.35248,-2.73824,-4.59072,-1.88682,-15.17495
409,-1.21275,-1.12961,-12.07415,-12.63888,-5.79488,-7.14112,-3.16602,-13.90375
410,2.15061,2.43423,-9.26695,-9.55152,-4.01184,-5.35584,-2.14266,-7.80199
411,6.80757,7.27087,-5.94935,-5.9496,-0.44576,-2.29536,0.1599,-3.98839
412,5.25525,4.72527,-8.24615,-7.75056,-2.73824,-6.376,-4.44522,-6.78503
413,-1.98891,-2.14785,-13.09495,-12.89616,-7.06848,-11.98688,-9.30618,-10.59863
414,-2.50635,-1.63873,-11.56375,-11.86704,-5.03072,-9.43648,-7.00362,-7.80199
415,4.22037,4.97983,-4.67335,-4.92048,2.35616,-2.04032,-1.1193,-2.71719
416,6.29013,6.25263,-1.35575,-1.06128,6.43168,0.51008,-0.60762,-3.47991
417,4.73781,4.47071,-0.84535,-0.54672,6.17696,0.0,-1.1193,-4.24263
418,3.96165,3.70703,-1.10055,-2.34768,2.8656,-2.29536,-2.91018,-2.71719
419,1.37445,1.41599,-4.92855,-6.97872,-2.99296,-8.41632,-7.25946,-5.76807
420,-0.17787,-0.11137,-7.73575,-10.06608,-6.30432,-13.00704,-9.56202,-7.80199
421,1.89189,2.43423,-6.20455,-9.03696,-6.0496,-13.26208,-9.30618,-6.53079
422,3.96165,4.47071,-3.39735,-6.72144,-4.52128,-11.98688,-9.56202,-6.02231
423,4.47909,4.72527,-1.86615,-5.17776,-3.75712,-12.49696,-13.39962,-6.53079
424,2.92677,2.94335,-2.37655,-4.40592,-2.99296,-12.752,-15.95802,-7.29351
425,-0.69531,-1.12961,-4.92855,-5.43504,-3.5024,-12.752,-15.44634,-8.81895
426,-3.02379,-3.42065,-7.22535,-7.75056,-5.03072,-10.45664,-12.88794,-9.32743
427,-5.35227,-5.45713,-11.81895,-11.60976,-8.85152,-10.2016,-11.60874,-13.39527
428,-8.45691,-8.76641,-15.39175,-15.72624,-12.92704,-13.77216,-13.39962,-18.48007
429,-9.75051,-10.03921,-15.64695,-16.2408,-14.20064,-14.28224,-14.16714,-18.73431
430,-9.49179,-9.53009,-14.88135,-15.46896,-12.16288,-12.24192,-12.6321,-16.19191
431,-9.49179,-9.78465,-16.15735,-16.75536,-13.18176,-12.24192,-12.37626,-16.19191
432,-8.97435,-9.27553,-15.90215,-16.75536,-12.92704,-12.24192,-11.60874,-16.44615
433,-7.68075,-7.49361,-13.35015,-13.92528,-9.10624,-9.43648,-9.05034,-13.90375
434,-6.12843,-6.22081,-11.56375,-11.35248,-5.54016,-5.61088,-4.9569,-11.61559
435,-6.64587,-6.72993,-12.07415,-11.60976,-5.28544,-5.35584,-3.42186,-11.86983
436,-5.61099,-5.45713,-11.05335,-10.58064,-4.26656,-6.12096,-4.44522,-11.61559
437,-5.35227,-5.45713,-9.01175,-7.75056,-0.9552,-5.86592,-5.98026,-11.10711
438,-2.76507,-2.14785,-4.67335,-3.11952,4.90336,-0.51008,-2.14266,-8.05623
439,3.70293,4.47071,1.19625,2.28336,9.74304,5.86592,3.74166,-3.73415
440,6.03141,6.25263,3.49305,3.56976,9.2336,5.35584,3.22998,-3.22567
441,6.54885,6.76175,5.27945,4.08432,8.46944,3.06048,-0.09594,-0.17479
442,8.87733,9.30735,8.34185,5.628,8.46944,2.04032,-2.3985,3.89305
443,10.68837,11.08927,8.85225,5.628,6.43168,-0.76512,-4.9569,3.89305
444,7.58373,7.52543,5.27945,2.02608,2.35616,-6.12096,-8.7945,-0.93751
445,0.85701,0.39775,0.43065,-2.86224,-2.2288,-10.45664,-11.86458,-5.25959
446,-1.21275,-1.12961,1.45145,-1.31856,-0.44576,-7.6512,-9.81786,-3.22567
447,4.22037,4.97983,7.57625,6.39984,6.43168,1.53024,-1.88682,3.38457
448,6.54885,6.76175,8.59705,9.22992,9.99776,6.376,2.7183,3.38457
449,1.37445,0.90687,2.98265,4.08432,6.43168,3.8256,1.4391,-2.97143
450,-1.98891,-1.89329,-0.59015,0.4824,3.37504,2.04032,-0.86346,-6.27655
451,0.85701,1.92511,1.70665,2.54064,4.39392,3.57056,-0.86346,-6.78503
452,1.37445,1.67055,1.19625,1.7688,2.35616,2.5504,-3.16602,-11.10711
453,0.59829,0.90687,-0.33495,-0.54672,0.06368,0.25504,-5.72442,-11.10711
454,3.96165,4.72527,2.47225,0.4824,1.08256,-0.76512,-4.9569,-5.00535
455,7.84245,8.03455,5.27945,3.56976,4.90336,1.02016,-2.91018,-2.46295
456,5.25525,4.97983,3.23785,2.79792,6.43168,1.02016,-3.6777,-6.02231
457,1.37445,1.16143,0.94105,0.73968,5.15808,-0.25504,-4.70106,-5.51383
458,2.40933,2.68879,2.21705,0.99696,5.66752,1.02016,-3.16602,-0.68327
459,7.32501,7.77999,6.04505,4.3416,9.48832,5.86592,0.67158,2.62185
460,11.20581,11.34383,7.57625,5.628,11.01664,7.14112,0.1599,3.89305
461,10.94709,10.83471,5.27945,4.3416,9.2336,4.84576,-2.65434,3.63881
462,9.91221,9.81647,5.78985,4.85616,10.25248,5.61088,-2.3985,5.92697
463,11.72325,11.85295,8.59705,7.17168,12.03552,6.88608,-1.37514,7.70665
464,8.87733,8.28911,5.27945,3.0552,7.45056,2.5504,-4.18938,2.11337
465,2.66805,2.43423,-2.12135,-4.92048,-0.44576,-4.33568,-8.02698,-2.97143
466,1.37445,1.67055,-4.41815,-7.75056,-2.99296,-5.86592,-8.7945,-1.70023
467,6.03141,7.27087,0.17545,-3.89136,0.57312,-3.31552,-5.46858,3.13033
468,8.87733,9.30735,2.72745,-0.54672,3.37504,-2.04032,-3.42186,3.63881
469,6.03141,5.74351,-0.59015,-3.3768,0.82784,-5.1008,-4.44522,-0.42903
470,2.40933,2.43423,-4.92855,-6.72144,-2.48352,-5.61088,-3.42186,-6.02231
471,0.33957,0.14319,-6.97015,-8.26512,-4.26656,-5.1008,-4.18938,-10.85287
472,-0.17787,-0.36593,-6.97015,-8.26512,-4.776,-6.12096,-5.98026,-11.10711
473,0.08085,0.39775,-5.69415,-6.97872,-3.24768,-7.14112,-6.49194,-9.83591
474,3.18549,3.45247,-1.10055,-2.34768,1.84672,-1.2752,-0.86346,-8.56471
475,6.29013,6.76175,3.49305,2.79792,6.6864,5.61088,6.5559,-7.03927
476,6.29013,6.25263,4.00345,3.56976,6.6864,5.35584,6.30006,-5.76807
477,5.25525,4.72527,2.47225,1.7688,4.90336,1.2752,2.20662,-5.76807
478,3.18549,2.94335,-0.59015,-1.31856,2.10144,-2.29536,-1.63098,-7.03927
479,-2.24763,-3.16609,-7.22535,-7.75056,-3.5024,-6.63104,-6.74778,-13.64951
480,-11.04411,-11.56657,-15.13655,-15.21168,-9.10624,-12.24192,-11.86458,-23.05639
481,-15.70107,-15.63953,-17.68855,-17.26992,-9.8704,-13.51712,-13.14378,-26.10727
482,-13.37259,-12.58481,-14.62615,-13.92528,-7.06848,-11.22176,-10.58538,-23.31063
483,-4.31739,-3.67521,-8.24615,-7.75056,-2.73824,-8.41632,-7.00362,-16.19191
484,3.96165,4.21615,-2.12135,-1.83312,0.82784,-5.35584,-4.70106,-8.81895
485,9.91221,10.32559,3.74825,4.08432,5.15808,-1.53024,-3.16602,-0.93751
486,17.15637,17.96239,11.65945,11.03088,12.79968,5.61088,2.46246,8.21513
487,23.62437,24.07183,17.27385,15.9192,18.91296,11.4768,8.34678,14.06265
488,21.81333,21.78079,15.74265,14.89008,17.63936,10.96672,8.60262,12.28297
489,16.63893,16.43503,10.63865,10.25904,11.52608,5.35584,3.48582,7.96089
490,11.98197,11.85295,5.02425,3.82704,4.39392,0.0,-0.09594,2.87609
491,7.58373,7.27087,0.43065,-1.57584,-0.9552,-3.8256,-0.86346,-5.76807
492,1.11573,0.65231,-5.18375,-6.72144,-4.776,-7.14112,-2.65434,-14.66647
493,-5.35227,-5.71169,-10.79815,-11.86704,-8.34208,-10.96672,-7.25946,-21.78519
494,-8.71563,-8.76641,-14.62615,-15.72624,-10.88928,-13.26208,-10.32954,-23.81911
495,-12.59643,-13.09393,-20.24055,-20.35728,-15.98368,-16.83264,-13.39962,-28.90391
496,-19.06443,-19.71249,-27.89655,-27.30384,-23.37056,-20.91328,-17.7489,-35.25991
497,-20.61675,-20.98529,-29.68295,-29.1048,-24.38944,-21.6784,-18.51642,-37.03959
498,-15.95979,-15.38497,-24.57895,-24.98832,-19.54976,-18.87296,-15.95802,-27.88695
499,-10.78539,-10.29377,-18.96455,-20.1,-13.94592,-13.77216,-11.3529,-19.75127
500,-12.33771,-12.58481,-19.47495,-19.84272,-12.67232,-11.73184,-9.56202,-22.54791
501,-14.14875,-14.11217,-19.98535,-18.8136,-10.88928,-9.69152,-7.5153,-23.81911
502,-10.26795,-10.03921,-15.64695,-13.92528,-5.79488,-5.35584,-3.93354,-18.48007
503,-6.90459,-6.47537,-12.32935,-11.0952,-2.99296,-3.57056,-3.93354,-14.92071
504,-7.42203,-7.49361,-13.60535,-12.3816,-4.52128,-6.12096,-5.98026,-15.93767
505,-10.26795,-10.29377,-16.15735,-14.18256,-6.55904,-7.90624,-6.2361,-18.73431
506,-9.23307,-9.53009,-15.64695,-13.668,-6.55904,-7.39616,-4.9569,-16.70039
507,-3.54123,-3.16609,-12.83975,-11.60976,-4.01184,-5.61088,-1.88682,-10.85287
508,-3.54123,-3.42065,-16.15735,-15.72624,-7.83264,-10.71168,-7.25946,-13.90375
509,-8.45691,-8.76641,-21.26135,-21.3864,-13.18176,-17.34272,-13.9113,-18.22583
510,-8.19819,-8.00273,-18.96455,-19.84272,-12.16288,-16.32256,-13.39962,-14.92071
511,-6.38715,-5.96625,-15.90215,-17.78448,-12.4176,-15.81248,-13.65546,-14.66647
512,-6.38715,-6.22081,-16.15735,-18.55632,-14.45536,-17.59776,-16.98138,-19.24279
513,-7.93947,-8.25729,-15.64695,-17.26992,-13.18176,-15.81248,-15.44634,-21.53095
514,-5.09355,-4.69345,-9.77735,-11.0952,-6.0496,-8.9264,-7.5153,-16.19191
515,-0.43659,0.14319,-5.18375,-5.9496,-0.70048,-4.08064,-3.42186,-11.36135
516,1.63317,1.67055,-4.92855,-5.43504,-0.9552,-3.8256,-4.18938,-11.86983
517,1.11573,0.90687,-5.69415,-6.97872,-2.2288,-5.35584,-6.49194,-14.66647
518,2.92677,3.19791,-2.37655,-4.40592,-0.19104,-4.08064,-3.93354,-13.90375
519,1.63317,1.67055,-3.14215,-5.17776,-1.71936,-5.35584,-4.18938,-17.46311
520,-5.86971,-6.47537,-11.30855,-12.63888,-9.36096,-10.96672,-9.81786,-24.83607
521,-12.07899,-12.07569,-15.64695,-17.01264,-13.18176,-12.752,-11.60874,-27.88695
522,-8.97435,-8.25729,-11.05335,-12.12432,-8.5968,-8.16128,-7.77114,-23.56487
523,-4.31739,-3.42065,-7.99095,-8.00784,-5.03072,-5.86592,-8.02698,-19.75127
524,-5.35227,-5.45713,-11.81895,-11.35248,-7.83264,-9.18144,-12.88794,-21.02247
525,-10.52667,-11.05745,-17.68855,-16.49808,-11.65344,-12.49696,-15.95802,-24.58183
526,-11.30283,-11.05745,-16.92295,-15.46896,-9.61568,-9.69152,-13.14378,-22.80215
527,-4.57611,-3.92977,-9.52215,-8.77968,-2.2288,-4.59072,-8.02698,-15.42919
528,0.08085,0.65231,-4.41815,-4.40592,0.57312,-4.08064,-8.02698,-10.59863
529,2.40933,2.68879,-0.33495,-1.06128,1.592,-3.57056,-7.77114,-7.03927
530,5.51397,6.25263,5.53465,4.59888,6.17696,1.53024,-2.65434,-2.46295
531,7.06629,7.27087,8.34185,7.94352,9.99776,4.84576,-0.09594,-1.95447
532,9.91221,10.58015,10.89385,10.7736,13.81856,7.6512,2.7183,-0.17479
533,13.27557,13.88943,11.91465,11.54544,15.09216,8.9264,3.74166,1.35065
534,14.05173,13.88943,10.63865,10.00176,13.56384,8.9264,3.48582,1.35065
535,11.46453,11.08927,6.55545,6.14256,9.99776,7.39616,2.7183,-1.44599
536,9.13605,9.05279,1.96185,1.51152,4.64864,4.08064,1.4391,-3.73415
537,7.06629,7.27087,-0.84535,-1.83312,1.592,1.53024,0.41574,-6.78503
538,6.03141,6.25263,-0.33495,-0.804,1.84672,0.76512,-0.60762,-6.78503
539,5.25525,5.23439,-0.07975,-0.03216,2.10144,-0.25504,-1.88682,-6.78503
540,0.08085,-0.11137,-4.67335,-4.14864,-1.46464,-3.31552,-3.6777,-12.88679
541,-4.31739,-3.92977,-8.50135,-7.49328,-4.26656,-3.8256,-1.63098,-16.70039
542,-1.47147,-0.87505,-7.22535,-4.92048,-1.20992,-0.25504,3.48582,-13.39527
543,0.85701,1.16143,-5.69415,-3.11952,1.33728,0.51008,2.97414,-11.86983
544,-1.73019,-2.14785,-8.24615,-5.43504,0.82784,-2.04032,-1.1193,-14.66647
545,-2.76507,-2.65697,-7.99095,-6.20688,0.57312,-2.80544,-0.60762,-12.63255
546,3.96165,4.47071,-2.37655,-2.0904,2.8656,0.76512,5.02086,-3.73415
547,11.20581,11.85295,2.72745,2.02608,5.4128,4.84576,9.37014,2.62185
548,10.68837,10.83471,3.23785,2.02608,6.43168,4.08064,7.57926,1.85913
549,6.29013,6.25263,2.47225,1.51152,6.94112,1.02016,3.22998,0.33369
550,4.99653,5.48895,3.49305,3.56976,9.2336,1.02016,2.20662,2.11337
551,7.06629,7.77999,3.74825,4.85616,8.72416,1.53024,0.67158,2.36761
552,6.54885,6.76175,0.17545,0.4824,3.12032,-2.29536,-3.6777,-1.95447
553,0.59829,0.39775,-7.48055,-7.236,-5.54016,-8.16128,-8.02698,-8.81895
554,-6.12843,-6.22081,-14.37095,-14.9544,-12.4176,-13.26208,-12.88794,-14.15799
555,-8.71563,-8.25729,-17.17815,-18.04176,-15.72896,-15.81248,-15.70218,-16.70039
556,-9.23307,-8.76641,-17.94375,-20.1,-18.02144,-18.10784,-17.23722,-18.73431
557,-11.30283,-11.31201,-19.73015,-21.90096,-19.80448,-19.63808,-18.26058,-20.76823
558,-12.07899,-11.82113,-18.70935,-21.64368,-18.02144,-18.36288,-15.95802,-18.98855
559,-9.49179,-9.02097,-16.15735,-18.8136,-15.21952,-15.55744,-11.60874,-15.68343
560,-7.93947,-7.49361,-14.88135,-17.78448,-13.94592,-13.51712,-10.32954,-15.17495
561,-4.05867,-3.42065,-11.05335,-14.69712,-10.63456,-10.2016,-10.0737,-11.10711
562,4.22037,4.72527,-3.14215,-8.26512,-4.776,-5.1008,-6.74778,-4.49687
563,8.61861,8.79823,0.94105,-3.89136,-1.97408,-2.5504,-3.6777,-2.20871
564,7.06629,6.76175,0.43065,-2.60496,-1.20992,-1.2752,-1.88682,-4.24263
565,-0.43659,-1.12961,-5.94935,-8.5224,-7.06848,-6.12096,-6.2361,-12.63255
566,-9.75051,-10.29377,-14.37095,-16.75536,-15.72896,-13.77216,-11.09706,-21.53095
567,-14.40747,-14.36673,-18.45415,-20.35728,-19.29504,-15.81248,-11.60874,-24.83607
568,-14.66619,-14.62129,-19.73015,-20.87184,-18.7856,-16.06752,-10.84122,-25.59879
569,-14.66619,-14.87585,-20.24055,-21.64368,-17.25728,-16.5776,-10.58538,-27.37847
570,-15.18363,-15.38497,-21.26135,-23.18736,-17.76672,-17.34272,-10.84122,-27.12423
571,-15.70107,-15.89409,-22.79255,-25.76016,-21.07808,-19.63808,-13.9113,-24.07335
572,-16.47723,-16.65777,-23.30295,-26.27472,-22.86112,-22.18848,-17.7489,-21.78519
573,-19.58187,-19.45793,-23.30295,-25.2456,-22.09696,-23.20864,-18.77226,-23.05639
574,-18.28827,-17.93057,-20.49575,-21.64368,-18.27616,-19.63808,-15.44634,-20.76823
575,-14.66619,-14.36673,-17.17815,-18.8136,-14.9648,-14.0272,-10.32954,-17.46311
576,-13.11387,-13.34849,-15.90215,-18.29904,-13.94592,-11.22176,-7.5153,-18.73431
577,-11.56155,-11.31201,-13.09495,-16.75536,-11.144,-7.6512,-3.42186,-18.73431
578,-7.42203,-7.23905,-8.50135,-13.41072,-6.55904,-2.80544,-0.09594,-15.68343
579,-6.12843,-6.22081,-8.75655,-13.41072,-7.3232,-4.33568,-3.6777,-14.41223
580,-5.86971,-5.71169,-10.03255,-14.69712,-9.10624,-6.12096,-6.74778,-13.90375
581,-0.95403,-0.11137,-7.48055,-12.89616,-8.34208,-6.376,-7.77114,-8.05623
582,5.25525,6.25263,-3.65255,-9.55152,-6.55904,-6.63104,-8.53866,-1.19175
583,8.10117,8.54367,-0.84535,-7.49328,-5.54016,-5.61088,-7.77114,-0.17479
584,3.96165,3.70703,-3.65255,-10.32336,-7.57792,-6.12096,-7.5153,-7.29351
585,-3.02379,-3.42065,-9.52215,-15.46896,-10.37984,-7.14112,-6.49194,-15.17495
586,-4.83483,-4.18433,-11.30855,-15.72624,-8.34208,-4.33568,-2.14266,-16.44615
587,-3.79995,-3.16609,-9.52215,-12.89616,-4.52128,-0.51008,1.18326,-16.19191
