Tm,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
3509,-5.35227,-5.20257,-5.94935,-8.26512,3.62976,-4.59072,0.67158,-8.56471
3510,-6.90459,-6.72993,-5.94935,-8.5224,3.62976,-6.12096,-8.02698,-10.59863
3511,-4.57611,-4.18433,-3.14215,-5.9496,4.1392,-6.63104,-11.86458,-5.25959
3512,-1.21275,-1.12961,-0.07975,-2.86224,3.88448,-7.14112,-10.0737,-0.42903
3513,1.11573,0.90687,1.45145,-2.0904,3.12032,-7.14112,-7.25946,0.58793
3514,-0.17787,-0.87505,-0.07975,-4.40592,1.33728,-7.39616,-5.46858,-2.71719
3515,-4.57611,-4.69345,-3.90775,-8.00784,0.06368,-7.90624,-4.18938,-8.31047
3516,-4.57611,-4.18433,-3.90775,-6.97872,2.10144,-6.63104,-1.37514,-9.07319
3517,-3.02379,-2.65697,-3.90775,-6.72144,1.33728,-9.94656,-11.09706,-9.83591
3518,-4.31739,-4.69345,-5.94935,-8.77968,-0.9552,-13.00704,-18.26058,-11.61559
3519,-6.64587,-6.47537,-5.18375,-8.26512,0.3184,-9.94656,-12.88794,-8.31047
3520,-5.09355,-4.94801,-2.37655,-4.92048,3.88448,-4.84576,-5.21274,-3.98839
3521,-4.83483,-4.94801,-2.12135,-3.89136,4.64864,-3.57056,-3.16602,-6.02231
3522,-10.52667,-11.05745,-7.48055,-9.29424,-0.19104,-9.18144,-7.25946,-13.39527
3523,-12.33771,-12.07569,-8.50135,-10.83792,-1.46464,-9.94656,-4.44522,-15.42919
3524,-12.85515,-12.58481,-10.03255,-12.3816,-3.5024,-13.51712,-11.09706,-17.46311
3525,-14.66619,-14.62129,-12.83975,-13.668,-5.03072,-15.3024,-17.7489,-19.75127
3526,-13.37259,-13.60305,-12.58455,-12.89616,-4.52128,-12.752,-15.1905,-17.71735
3527,-9.23307,-8.76641,-9.77735,-10.58064,-3.24768,-10.71168,-10.32954,-12.63255
3528,-5.61099,-5.71169,-6.97015,-9.29424,-1.71936,-9.43648,-3.93354,-10.59863
3529,-9.49179,-10.29377,-8.50135,-11.86704,-4.26656,-13.51712,-12.37626,-15.93767
3530,-11.04411,-10.80289,-7.73575,-12.12432,-4.776,-15.81248,-19.79562,-19.24279
3531,-3.79995,-2.65697,-0.84535,-6.97872,1.33728,-10.2016,-13.39962,-10.09015
3532,1.89189,2.43423,2.72745,-3.63408,5.4128,-6.376,-5.98026,-1.70023
3533,-1.73019,-2.14785,-0.33495,-5.43504,3.12032,-7.39616,-6.49194,-6.53079
3534,-5.09355,-5.20257,-2.37655,-6.46416,2.61088,-6.12096,-6.49194,-9.32743
3535,-3.02379,-2.40241,0.68585,-3.11952,7.70528,-0.76512,2.20662,-6.53079
3536,-1.98891,-1.89329,0.68585,-2.86224,6.94112,-2.80544,-3.6777,-6.78503
3537,-1.47147,-1.89329,-0.59015,-4.14864,4.1392,-6.12096,-13.14378,-6.02231
3538,0.59829,0.39775,1.96185,-1.31856,6.94112,-0.25504,-7.00362,-1.95447
3539,0.59829,0.39775,3.23785,0.22512,8.97888,2.80544,-0.09594,-2.46295
3540,-0.17787,-0.36593,2.98265,0.22512,8.21472,0.25504,-2.14266,-4.49687
3541,3.18549,3.45247,5.27945,3.0552,9.99776,-0.25504,-4.9569,0.58793
3542,6.80757,7.01631,6.81065,5.11344,12.54496,2.29536,-1.88682,4.65577
3543,6.03141,5.99807,7.83145,6.14256,14.58272,7.39616,8.34678,3.13033
3544,4.22037,4.21615,5.78985,4.59888,12.79968,5.35584,2.7183,-1.44599
3545,1.11573,1.16143,1.19625,0.4824,7.96,-1.53024,-9.30618,-1.70023
3546,0.59829,0.90687,1.19625,1.25424,8.97888,-0.25504,-7.00362,3.13033
3547,3.44421,3.70703,5.53465,5.11344,12.54496,5.35584,0.67158,5.92697
3548,2.66805,2.43423,5.02425,4.3416,10.5072,3.31552,-1.1193,0.33369
3549,2.40933,2.17967,6.55545,5.88528,11.52608,2.04032,-1.63098,-1.19175
3550,7.32501,8.28911,13.19065,12.83184,19.93184,11.22176,12.18438,5.92697
3551,8.10117,8.54367,12.93545,12.06,19.4224,11.4768,11.92854,6.94393
3552,4.99653,4.72527,6.81065,4.85616,10.5072,3.57056,0.1599,4.65577
3553,4.73781,4.72527,3.74825,0.99696,5.92224,0.51008,-0.86346,3.89305
3554,8.35989,8.54367,6.30025,3.31248,8.97888,3.57056,5.53254,6.18121
3555,9.65349,10.07103,8.85225,5.37072,12.03552,5.86592,8.85846,5.92697
3556,6.03141,5.99807,7.32105,3.56976,10.76192,4.59072,7.8351,2.87609
3557,3.44421,3.19791,6.81065,3.56976,9.99776,1.78528,4.50918,1.09641
3558,0.85701,0.39775,5.78985,2.79792,7.45056,-2.04032,-6.49194,-0.42903
3559,1.37445,1.41599,6.55545,4.08432,8.46944,-0.51008,-7.5153,1.85913
3560,1.63317,1.92511,6.04505,3.82704,8.21472,0.76512,-3.93354,2.87609
3561,1.89189,1.67055,6.30025,3.56976,7.19584,0.51008,-1.63098,4.40153
3562,2.40933,2.43423,8.34185,5.88528,10.25248,3.06048,2.20662,3.89305
3563,6.29013,6.25263,10.89385,8.71536,14.328,7.39616,6.30006,5.67273
3564,6.29013,5.99807,8.08665,6.39984,12.79968,6.12096,5.02086,5.41849
3565,7.06629,7.01631,7.06585,5.628,11.01664,4.08064,3.22998,9.99481
3566,8.87733,9.05279,10.63865,7.68624,10.76192,2.80544,-4.9569,16.09657
3567,16.89765,17.45327,20.08105,15.66192,18.1488,9.69152,-0.86346,23.97801
3568,23.36565,23.56271,26.46105,22.60848,26.55456,18.36288,9.37014,27.53737
3569,23.88309,24.07183,27.48185,25.18128,31.13952,22.9536,15.25446,27.53737
3570,21.55461,21.78079,24.92985,22.86576,29.35648,21.42336,14.99862,24.74073
3571,18.19125,18.21695,22.37785,20.55024,26.80928,21.93344,20.11542,20.92713
3572,13.79301,13.63487,18.54985,16.94832,22.47904,17.34272,12.18438,13.80841
3573,9.65349,9.30735,12.42505,10.7736,15.6016,7.90624,-2.14266,6.94393
3574,2.92677,2.68879,4.25865,3.56976,8.97888,1.53024,-4.9569,2.62185
3575,-2.76507,-2.91153,-1.35575,-2.60496,3.88448,-2.04032,-3.6777,-1.70023
3576,-6.38715,-6.47537,-5.69415,-6.72144,0.3184,-5.86592,-5.46858,-5.25959
3577,-3.28251,-3.16609,-3.39735,-3.63408,3.37504,-4.33568,-4.18938,-1.19175
3578,-2.24763,-2.65697,-1.86615,-1.06128,5.4128,-1.78528,-2.91018,-0.93751
3579,-2.50635,-2.14785,-0.84535,-0.28944,6.43168,-0.51008,-1.88682,-0.93751
3580,-0.17787,0.39775,0.43065,-0.28944,6.6864,0.25504,2.20662,1.60489
3581,-1.98891,-2.14785,-1.61095,-3.63408,2.61088,-4.59072,-4.44522,-2.97143
3582,-3.54123,-3.67521,-3.14215,-5.9496,-0.70048,-10.2016,-16.98138,-2.20871
3583,2.15061,2.43423,1.19625,-2.0904,2.10144,-7.39616,-15.70218,8.72361
3584,7.58373,7.77999,6.04505,1.51152,5.15808,-4.08064,-9.30618,15.07961
3585,9.91221,9.81647,9.10745,5.11344,7.45056,-0.76512,-4.18938,15.58809
3586,7.32501,6.76175,8.85225,5.88528,7.96,0.76512,-1.88682,10.24905
3587,1.11573,0.65231,4.00345,2.28336,4.39392,-1.78528,-1.37514,4.65577
3588,-0.95403,-0.87505,2.21705,0.4824,2.8656,-2.29536,0.92742,5.41849
3589,-3.02379,-3.67521,0.17545,-2.86224,0.57312,-6.88608,-9.81786,2.87609
3590,-6.38715,-6.72993,-2.37655,-6.46416,-1.97408,-10.2016,-18.00474,-0.42903
3591,-6.12843,-5.96625,-3.90775,-7.75056,-2.2288,-11.22176,-17.49306,-0.42903
3592,-4.57611,-4.43889,-5.43895,-9.03696,-3.5024,-14.28224,-17.49306,0.07945
3593,-6.12843,-6.47537,-7.73575,-11.0952,-5.28544,-17.34272,-19.53978,-2.20871
3594,-4.83483,-4.94801,-6.20455,-10.06608,-4.26656,-14.53728,-13.14378,-0.42903
3595,1.11573,1.67055,-0.59015,-4.92048,0.57312,-8.16128,-3.42186,4.14729
3596,2.66805,2.94335,0.43065,-3.89136,0.57312,-9.18144,-9.81786,-2.71719
3597,-0.43659,-0.87505,-1.86615,-5.9496,-1.20992,-10.2016,-15.44634,-8.05623
3598,-1.47147,-1.63873,-1.61095,-5.69232,0.57312,-7.39616,-11.86458,-0.68327
3599,1.37445,1.67055,0.43065,-4.40592,2.10144,-6.12096,-8.53866,6.43545
3600,7.58373,7.77999,4.25865,-2.0904,3.12032,-5.61088,-7.25946,10.24905
3601,8.61861,8.28911,5.27945,-1.83312,1.84672,-7.39616,-10.0737,10.24905
3602,7.06629,7.01631,5.27945,-1.06128,3.88448,-5.86592,-9.81786,8.72361
3603,7.06629,7.01631,6.55545,1.7688,9.2336,-1.2752,-2.65434,7.45241
3604,4.73781,4.72527,4.76905,1.51152,10.25248,0.51008,4.50918,4.65577
3605,-0.43659,-0.62049,-0.59015,-2.86224,5.4128,-5.35584,-5.72442,-2.46295
3606,-4.83483,-4.94801,-3.90775,-6.72144,0.3184,-9.94656,-14.93466,-4.75111
3607,-4.57611,-4.18433,-3.14215,-6.72144,-0.44576,-8.41632,-11.09706,-2.97143
3608,-3.54123,-3.67521,-3.65255,-6.97872,-0.70048,-7.90624,-9.05034,-2.97143
3609,-5.86971,-6.47537,-6.97015,-10.83792,-4.01184,-11.73184,-12.88794,-7.54775
3610,-10.52667,-11.31201,-11.81895,-15.46896,-7.83264,-14.28224,-12.12042,-13.64951
3611,-11.82027,-11.82113,-13.09495,-16.75536,-8.5968,-13.51712,-9.05034,-14.15799
3612,-9.49179,-9.53009,-12.32935,-16.2408,-9.10624,-14.53728,-16.98138,-6.78503
3613,-7.16331,-7.23905,-11.81895,-15.46896,-8.85152,-16.06752,-20.05146,-1.95447
3614,-6.12843,-6.22081,-10.28775,-13.41072,-7.3232,-16.06752,-17.49306,-0.17479
3615,-7.42203,-7.74817,-10.03255,-12.3816,-7.06848,-16.5776,-16.72554,-0.68327
3616,-9.49179,-9.78465,-12.07415,-14.69712,-9.10624,-18.10784,-17.7489,-3.22567
3617,-13.37259,-13.85761,-17.17815,-19.84272,-12.67232,-19.38304,-17.23722,-6.53079
3618,-15.18363,-15.13041,-18.45415,-21.64368,-11.65344,-17.8528,-13.65546,-5.51383
3619,-10.00923,-9.78465,-12.83975,-17.26992,-7.06848,-13.51712,-6.49194,-1.44599
3620,-5.61099,-5.45713,-10.03255,-14.18256,-5.54016,-11.73184,-4.18938,-1.44599
3621,-8.97435,-9.53009,-13.86055,-17.01264,-9.36096,-17.59776,-17.49306,-6.27655
3622,-15.44235,-15.63953,-17.17815,-20.35728,-12.4176,-20.91328,-25.93578,-11.36135
3623,-16.73595,-16.14865,-17.17815,-20.35728,-12.92704,-20.65824,-27.21498,-9.58167
3624,-15.18363,-14.62129,-15.64695,-19.58544,-12.16288,-20.4032,-27.47082,-5.76807
3625,-13.37259,-12.83937,-14.37095,-18.29904,-10.37984,-19.38304,-25.93578,-3.73415
3626,-8.71563,-8.25729,-10.03255,-14.43984,-6.30432,-13.00704,-14.67882,-1.44599
3627,-5.61099,-5.20257,-6.71495,-11.35248,-4.776,-9.94656,-9.30618,-1.44599
3628,-6.90459,-7.23905,-7.22535,-13.41072,-8.34208,-14.28224,-20.05146,-2.46295
3629,-11.82027,-12.33025,-12.32935,-18.29904,-12.67232,-17.8528,-25.16826,-6.27655
3630,-14.92491,-15.38497,-16.41255,-21.12912,-14.20064,-17.08768,-21.33066,-8.05623
3631,-10.00923,-9.53009,-14.62615,-18.55632,-10.12512,-12.24192,-15.95802,-2.20871
3632,-5.09355,-4.94801,-13.35015,-18.04176,-8.34208,-12.49696,-16.98138,1.60489
3633,-7.93947,-8.25729,-16.41255,-21.3864,-11.39872,-18.36288,-22.09818,-1.95447
3634,-9.75051,-9.53009,-17.68855,-22.41552,-13.6912,-21.6784,-23.37738,-3.47991
3635,-7.68075,-7.49361,-17.68855,-22.93008,-15.98368,-23.97376,-24.1449,-3.73415
3636,-7.68075,-8.00273,-18.70935,-23.70192,-16.74784,-23.20864,-19.53978,-6.02231
3637,-12.85515,-13.60305,-20.49575,-24.98832,-17.00256,-21.42336,-17.49306,-8.05623
3638,-16.99467,-17.16689,-21.77175,-26.01744,-18.27616,-23.46368,-27.9825,-6.53079
3639,-16.47723,-16.40321,-20.49575,-24.98832,-17.512,-23.71872,-31.56426,-6.02231
3640,-15.18363,-14.87585,-19.98535,-23.70192,-15.98368,-22.69856,-27.47082,-8.81895
3641,-13.63131,-13.85761,-19.73015,-23.44464,-16.2384,-22.18848,-24.65658,-12.12407
3642,-11.56155,-11.31201,-17.68855,-22.93008,-17.00256,-21.93344,-24.65658,-9.58167
3643,-6.64587,-5.96625,-12.32935,-18.55632,-14.71008,-19.38304,-23.63322,-2.46295
3644,-5.09355,-5.20257,-9.77735,-15.72624,-11.90816,-17.34272,-22.8657,0.84217
3645,-9.23307,-10.03921,-12.83975,-17.26992,-11.90816,-17.59776,-21.5865,-3.98839
3646,-15.18363,-15.63953,-16.92295,-20.35728,-12.92704,-18.61792,-21.07482,-9.32743
3647,-17.51211,-17.67601,-18.45415,-21.12912,-13.18176,-18.87296,-18.77226,-10.34439
3648,-18.28827,-18.43969,-21.51655,-23.44464,-17.76672,-26.26912,-31.30842,-11.36135
3649,-21.91035,-22.25809,-26.36535,-28.59024,-24.38944,-35.96064,-48.19386,-14.41223
3650,-23.46267,-23.53089,-27.64135,-30.64848,-25.66304,-36.47072,-47.68218,-15.93767
3651,-22.94523,-22.76721,-27.89655,-31.93488,-24.64416,-32.90016,-39.23946,-21.53095
3652,-22.68651,-22.76721,-30.44855,-35.5368,-26.17248,-32.64512,-34.63434,-25.34455
3653,-23.98011,-24.29457,-32.49015,-37.85232,-27.19136,-31.88,-31.56426,-25.34455
3654,-22.16907,-22.00353,-30.44855,-35.27952,-23.62528,-27.03424,-24.1449,-21.53095
3655,-16.99467,-16.91233,-25.34455,-29.61936,-18.02144,-20.65824,-16.98138,-17.71735
3656,-21.39291,-22.25809,-27.13095,-29.61936,-19.04032,-23.20864,-28.75002,-23.05639
3657,-28.89579,-29.89489,-31.21415,-32.19216,-20.31392,-26.52416,-37.70442,-27.63271
3658,-27.86091,-27.60385,-29.68295,-30.3912,-16.74784,-22.44352,-31.8201,-23.81911
3659,-19.06443,-18.69425,-23.55815,-24.47376,-11.65344,-18.61792,-23.88906,-14.15799
3660,-14.66619,-14.87585,-19.98535,-21.3864,-10.88928,-18.61792,-22.35402,-11.36135
3661,-13.37259,-13.60305,-19.21975,-21.3864,-12.4176,-19.128,-23.88906,-14.41223
3662,-14.40747,-14.11217,-18.96455,-21.90096,-12.92704,-18.61792,-23.63322,-15.68343
3663,-13.89003,-13.34849,-16.41255,-19.84272,-11.39872,-16.06752,-19.79562,-10.34439
3664,-11.30283,-11.05745,-13.60535,-17.26992,-10.37984,-14.28224,-17.23722,-6.27655
3665,-10.78539,-11.05745,-14.37095,-18.04176,-12.4176,-19.128,-28.23834,-9.32743
3666,-12.07899,-12.33025,-15.64695,-19.84272,-13.6912,-21.16832,-34.63434,-7.29351
3667,-11.04411,-10.54833,-14.11575,-19.07088,-12.67232,-17.08768,-27.72666,-2.71719
3668,-11.04411,-10.80289,-15.39175,-19.32816,-12.92704,-15.04736,-20.05146,-5.25959
3669,-14.92491,-15.63953,-18.96455,-21.12912,-14.20064,-16.06752,-17.49306,-11.61559
3670,-18.54699,-18.69425,-21.51655,-23.18736,-14.71008,-16.5776,-17.7489,-16.70039
3671,-19.06443,-18.94881,-23.81335,-24.98832,-15.21952,-16.06752,-14.67882,-20.00551
3672,-22.42779,-22.76721,-28.91735,-30.3912,-19.80448,-20.91328,-23.88906,-23.56487
3673,-28.11963,-28.62209,-32.49015,-33.73584,-23.37056,-26.52416,-36.16938,-25.09031
3674,-30.44811,-30.14945,-31.21415,-33.22128,-21.58752,-27.79936,-37.19274,-25.34455
3675,-26.82603,-26.33105,-25.85495,-28.59024,-16.49312,-24.73888,-32.58762,-22.54791
3676,-20.09931,-19.71249,-19.21975,-21.64368,-11.144,-20.14816,-28.49418,-17.20887
3677,-19.84059,-20.22161,-19.47495,-20.87184,-11.144,-18.10784,-25.67994,-17.97159
3678,-24.23883,-24.54913,-22.79255,-22.93008,-12.92704,-16.5776,-16.98138,-19.49703
3679,-23.72139,-23.27633,-22.28215,-23.9592,-13.94592,-16.5776,-18.51642,-16.70039
3680,-22.94523,-23.02177,-24.57895,-27.8184,-18.7856,-23.46368,-29.77338,-17.46311
3681,-25.79115,-26.33105,-29.42775,-32.70672,-23.88,-29.58464,-34.12266,-22.80215
3682,-28.11963,-28.36753,-30.70375,-33.73584,-25.40832,-29.83968,-31.56426,-24.58183
3683,-25.53243,-25.31281,-28.15175,-31.16304,-24.13472,-28.0544,-30.5409,-22.03943
3684,-22.42779,-22.51265,-26.11015,-29.36208,-21.3328,-27.03424,-31.8201,-20.00551
3685,-22.42779,-23.02177,-25.85495,-27.30384,-17.76672,-23.97376,-30.02922,-21.27671
3686,-25.01499,-25.56737,-26.36535,-26.27472,-15.98368,-19.38304,-23.63322,-23.56487
3687,-21.39291,-21.23985,-21.77175,-21.90096,-11.144,-10.71168,-10.58538,-19.24279
3688,-16.73595,-16.14865,-17.43335,-17.78448,-5.54016,-5.86592,-6.49194,-16.19191
3689,-16.47723,-16.65777,-17.43335,-17.01264,-2.99296,-8.16128,-16.4697,-18.98855
3690,-14.40747,-14.36673,-15.90215,-15.21168,-0.70048,-8.16128,-19.28394,-17.71735
3691,-9.49179,-9.27553,-12.58455,-14.43984,-0.9552,-7.90624,-14.93466,-9.58167
3692,-6.64587,-6.72993,-12.07415,-15.21168,-4.26656,-8.9264,-11.3529,-7.03927
3693,-8.97435,-9.27553,-13.60535,-15.72624,-6.55904,-9.94656,-11.86458,-13.39527
3694,-11.82027,-12.07569,-13.60535,-14.69712,-5.54016,-10.2016,-13.39962,-15.17495
3695,-9.49179,-8.76641,-10.28775,-12.3816,-2.99296,-8.9264,-10.58538,-9.83591
3696,-6.64587,-6.47537,-9.52215,-12.89616,-3.75712,-10.71168,-12.88794,-10.85287
3697,-8.45691,-8.51185,-13.35015,-16.2408,-7.57792,-16.32256,-24.91242,-15.17495
3698,-7.68075,-7.74817,-13.60535,-15.46896,-6.55904,-15.81248,-24.65658,-12.37831
3699,-7.42203,-7.49361,-12.07415,-13.668,-4.52128,-11.73184,-16.72554,-11.86983
3700,-11.30283,-12.07569,-14.37095,-15.98352,-6.30432,-11.73184,-13.39962,-18.73431
3701,-14.92491,-15.13041,-16.92295,-17.5272,-7.83264,-12.24192,-13.9113,-20.76823
3702,-15.95979,-16.14865,-18.19895,-19.07088,-9.8704,-13.00704,-15.70218,-18.22583
3703,-13.89003,-13.60305,-18.45415,-20.35728,-11.65344,-13.51712,-13.39962,-16.70039
3704,-10.52667,-10.03921,-18.19895,-20.87184,-12.16288,-12.24192,-9.05034,-12.63255
3705,-11.82027,-12.07569,-19.98535,-23.70192,-15.72896,-18.36288,-21.07482,-10.85287
3706,-12.07899,-12.07569,-20.49575,-23.9592,-16.2384,-20.4032,-26.44746,-10.34439
3707,-7.42203,-6.98449,-17.68855,-21.64368,-13.43648,-15.3024,-18.51642,-8.81895
3708,-7.68075,-7.74817,-20.24055,-24.21648,-15.47424,-13.77216,-12.12042,-12.63255
3709,-17.77083,-18.18513,-28.66215,-31.6776,-23.88,-19.63808,-17.49306,-21.78519
3710,-24.49755,-24.54913,-33.51095,-36.56592,-29.48384,-25.24896,-23.37738,-24.07335
3711,-22.94523,-22.51265,-34.02135,-37.59504,-30.75744,-26.26912,-20.05146,-21.78519
3712,-20.87547,-20.98529,-35.55255,-39.65328,-33.81408,-28.81952,-19.79562,-21.53095
3713,-25.53243,-26.07649,-40.65655,-45.57072,-40.4368,-37.23584,-33.86682,-26.61575
3714,-29.41323,-29.89489,-42.69815,-48.91536,-43.23872,-41.57152,-41.03034,-27.12423
3715,-25.01499,-24.80369,-38.61495,-45.57072,-40.18208,-39.27616,-35.6577,-22.03943
3716,-20.87547,-20.73073,-36.57335,-43.2552,-38.39904,-36.72576,-31.05258,-23.56487
3717,-20.35803,-20.73073,-36.57335,-43.2552,-38.39904,-36.9808,-32.84346,-25.59879
3718,-19.06443,-18.94881,-35.29735,-41.45424,-37.8896,-34.68544,-32.58762,-20.76823
3719,-15.18363,-14.62129,-32.49015,-37.85232,-34.0688,-29.07456,-24.65658,-15.93767
3720,-12.07899,-12.07569,-29.93815,-35.02224,-31.5216,-26.7792,-27.9825,-13.90375
3721,-14.40747,-14.87585,-27.89655,-32.44944,-28.9744,-24.48384,-30.5409,-14.41223
3722,-14.40747,-14.62129,-23.30295,-26.78928,-22.86112,-18.36288,-23.12154,-13.90375
3723,-8.71563,-7.74817,-15.64695,-18.04176,-14.20064,-10.71168,-13.39962,-11.10711
3724,-2.76507,-1.89329,-9.26695,-10.58064,-6.55904,-5.35584,-8.7945,-9.83591
3725,-2.76507,-2.65697,-7.48055,-8.26512,-2.73824,-4.84576,-9.30618,-11.86983
3726,-4.57611,-4.43889,-7.22535,-7.75056,-2.2288,-4.84576,-9.30618,-9.58167
3727,-1.98891,-1.38417,-3.90775,-5.69232,-1.20992,-3.06048,-7.77114,-2.97143
3728,1.11573,1.16143,-2.88695,-4.14864,-1.46464,-2.80544,-6.2361,-0.68327
3729,-0.95403,-1.38417,-5.94935,-6.46416,-4.01184,-5.86592,-7.00362,-5.00535
3730,-4.31739,-4.69345,-9.52215,-9.8088,-5.03072,-6.12096,-2.14266,-9.58167
3731,-8.45691,-8.76641,-15.13655,-15.98352,-9.36096,-10.2016,-10.84122,-14.92071
3732,-11.30283,-11.82113,-19.47495,-20.1,-12.67232,-13.77216,-20.81898,-14.66647
3733,-16.73595,-17.42145,-22.02695,-22.6728,-13.6912,-14.28224,-21.84234,-16.19191
3734,-17.25339,-16.91233,-18.45415,-19.32816,-9.8704,-10.2016,-15.95802,-13.90375
3735,-10.26795,-9.27553,-11.30855,-13.15344,-5.03072,-7.14112,-11.86458,-7.03927
3736,-5.61099,-5.20257,-7.73575,-10.32336,-2.73824,-5.61088,-6.49194,-5.25959
3737,-8.45691,-8.76641,-11.05335,-14.43984,-6.55904,-10.45664,-14.42298,-8.56471
3738,-14.92491,-15.38497,-17.17815,-20.61456,-13.94592,-17.34272,-27.47082,-14.15799
3739,-13.37259,-12.83937,-15.90215,-19.58544,-12.67232,-15.04736,-24.65658,-10.85287
3740,-7.42203,-6.72993,-12.32935,-14.9544,-6.81376,-9.18144,-14.67882,-6.53079
3741,-8.45691,-8.51185,-14.11575,-16.2408,-7.06848,-10.2016,-13.65546,-11.36135
3742,-12.33771,-12.58481,-17.94375,-20.1,-11.90816,-14.28224,-16.98138,-16.44615
3743,-12.59643,-12.83937,-18.96455,-22.6728,-14.9648,-17.59776,-19.53978,-15.42919
3744,-11.56155,-11.31201,-18.19895,-23.44464,-14.71008,-18.61792,-19.79562,-13.14103
3745,-10.26795,-10.03921,-16.41255,-21.12912,-11.90816,-16.5776,-17.23722,-11.36135
3746,-5.86971,-5.45713,-10.54295,-14.43984,-6.0496,-10.2016,-8.02698,-5.51383
3747,-0.95403,-0.62049,-5.18375,-8.77968,-1.97408,-5.86592,-3.42186,1.35065
3748,-1.47147,-1.63873,-7.48055,-10.83792,-5.54016,-10.45664,-16.98138,1.60489
3749,-3.79995,-3.67521,-11.30855,-14.43984,-8.34208,-14.0272,-24.40074,-4.49687
3750,-3.28251,-2.65697,-10.54295,-13.668,-6.0496,-11.4768,-18.77226,-6.02231
3751,-2.24763,-2.14785,-9.01175,-11.86704,-3.5024,-7.6512,-11.86458,-1.19175
3752,-3.79995,-3.92977,-11.05335,-14.43984,-7.3232,-10.96672,-14.67882,-1.70023
3753,-7.42203,-7.74817,-15.13655,-18.8136,-12.92704,-16.32256,-19.53978,-6.78503
3754,-8.45691,-8.25729,-15.13655,-18.55632,-11.90816,-14.0272,-11.60874,-9.58167
3755,-6.38715,-6.22081,-13.09495,-15.98352,-9.61568,-10.71168,-8.28282,-8.05623
3756,-6.90459,-6.72993,-14.11575,-17.26992,-12.16288,-14.0272,-17.7489,-8.31047
3757,-11.82027,-12.33025,-19.47495,-22.15824,-16.74784,-18.10784,-22.35402,-14.15799
3758,-16.21851,-16.14865,-21.77175,-23.44464,-17.25728,-18.61792,-19.28394,-17.97159
3759,-12.33771,-11.82113,-15.64695,-16.49808,-11.144,-13.00704,-12.12042,-16.19191
3760,-8.71563,-8.25729,-11.05335,-12.89616,-7.06848,-10.96672,-11.60874,-17.71735
3761,-12.07899,-12.33025,-13.60535,-15.98352,-10.12512,-15.81248,-16.98138,-21.27671
3762,-15.18363,-15.38497,-17.43335,-19.84272,-14.71008,-19.89312,-20.81898,-20.25975
3763,-15.44235,-15.13041,-19.98535,-22.6728,-18.02144,-20.91328,-20.81898,-16.70039
3764,-15.18363,-15.13041,-21.26135,-23.70192,-18.7856,-21.16832,-19.0281,-16.44615
3765,-17.51211,-17.93057,-23.81335,-25.50288,-19.54976,-23.71872,-19.79562,-22.80215
3766,-19.32315,-19.71249,-25.08935,-26.532,-22.09696,-26.52416,-21.84234,-23.05639
3767,-14.92491,-14.11217,-20.24055,-22.6728,-18.27616,-21.6784,-13.9113,-14.41223
3768,-10.00923,-9.78465,-16.41255,-18.29904,-12.92704,-15.81248,-5.72442,-9.83591
3769,-11.30283,-11.56657,-18.96455,-20.35728,-14.71008,-18.61792,-15.44634,-13.14103
3770,-11.30283,-11.31201,-18.96455,-20.1,-14.45536,-17.8528,-17.7489,-13.14103
3771,-7.42203,-6.72993,-15.39175,-15.98352,-10.88928,-12.752,-10.58538,-8.81895
3772,-5.35227,-5.20257,-14.11575,-14.43984,-10.12512,-11.4768,-9.05034,-7.03927
3773,-11.04411,-11.82113,-20.49575,-20.1,-16.49312,-17.8528,-15.44634,-13.90375
3774,-20.09931,-20.98529,-28.91735,-27.8184,-22.35168,-23.97376,-21.07482,-22.03943
3775,-26.30859,-27.09473,-33.25575,-31.93488,-22.86112,-24.73888,-20.81898,-25.85303
3776,-27.60219,-27.60385,-33.00055,-31.16304,-20.82336,-23.46368,-17.7489,-28.39543
3777,-23.46267,-23.27633,-28.66215,-26.27472,-17.00256,-20.91328,-9.56202,-26.36151
3778,-21.91035,-21.74897,-26.87575,-25.50288,-18.02144,-23.97376,-17.23722,-26.10727
3779,-22.42779,-22.76721,-27.13095,-26.532,-20.82336,-28.0544,-29.2617,-24.83607
3780,-23.20395,-23.53089,-26.87575,-25.76016,-21.58752,-28.0544,-29.51754,-22.29367
3781,-25.01499,-25.31281,-26.36535,-24.98832,-21.07808,-27.54432,-26.44746,-23.81911
3782,-25.53243,-25.82193,-23.81335,-23.18736,-17.76672,-25.504,-23.63322,-27.37847
3783,-20.35803,-20.22161,-18.70935,-18.55632,-11.90816,-19.38304,-19.79562,-21.53095
3784,-15.44235,-15.13041,-16.66775,-15.98352,-9.61568,-15.3024,-17.7489,-16.44615
3785,-12.59643,-12.83937,-16.15735,-15.46896,-10.63456,-14.53728,-18.77226,-15.93767
3786,-11.04411,-11.05745,-14.37095,-14.43984,-9.36096,-13.00704,-17.7489,-16.44615
3787,-9.49179,-9.27553,-10.28775,-11.60976,-5.79488,-9.18144,-13.14378,-11.86983
3788,-10.78539,-10.54833,-10.28775,-12.3816,-5.28544,-8.67136,-11.60874,-10.34439
3789,-17.25339,-17.93057,-16.92295,-18.29904,-10.88928,-14.28224,-15.95802,-16.95463
3790,-21.39291,-21.74897,-19.98535,-21.12912,-14.45536,-17.8528,-18.51642,-20.00551
