Tm,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
5329, 82892, 82856, 82631, 82478, 82713, 82761, 82563, 82877
5330, 82897, 82864, 82641, 82481, 82716, 82758, 82564, 82877
5331, 82909, 82862, 82637, 82475, 82707, 82758, 82562, 82879
5332, 82914, 82864, 82635, 82483, 82721, 82754, 82554, 82884
5333, 82895, 82869, 82637, 82481, 82718, 82750, 82557, 82876
5334, 82880, 82854, 82638, 82476, 82721, 82741, 82553, 82873
5335, 82902, 82856, 82651, 82476, 82727, 82755, 82554, 82879
5336, 82908, 82862, 82640, 82474, 82730, 82757, 82547, 82880
5337, 82901, 82860, 82641, 82481, 82729, 82763, 82564, 82871
5338, 82898, 82854, 82654, 82477, 82717, 82761, 82554, 82875
5339, 82902, 82852, 82635, 82485, 82721, 82752, 82557, 82872
5340, 82903, 82851, 82631, 82476, 82729, 82759, 82566, 82881
5341, 82894, 82848, 82639, 82482, 82720, 82773, 82564, 82887
5342, 82886, 82851, 82641, 82479, 82714, 82751, 82556, 82878
5343, 82885, 82864, 82636, 82468, 82709, 82749, 82550, 82876
5344, 82895, 82849, 82632, 82479, 82719, 82746, 82551, 82883
5345, 82899, 82845, 82639, 82486, 82734, 82757, 82552, 82876
5346, 82903, 82859, 82653, 82484, 82728, 82758, 82556, 82863
5347, 82901, 82856, 82650, 82477, 82709, 82748, 82546, 82861
5348, 55121, 55049, 54889, 54694, 54929, 54949, 54801, 55097
5349, -56658, -56731, -56771, -56999, -56789, -56804, -56797, -56584
5350, -84750, -84806, -84847, -85059, -84862, -84871, -84842, -84642
5351, -84748, -84808, -84852, -85056, -84870, -84883, -84843, -84639
5352, -84748, -84809, -84847, -85055, -84867, -84893, -84848, -84646
5353, -84766, -84806, -84849, -85047, -84858, -84887, -84846, -84654
5354, -84771, -84806, -84854, -85052, -84873, -84891, -84845, -84649
5355, -84760, -84811, -84852, -85057, -84862, -84889, -84837, -84650
5356, -84754, -84814, -84847, -85067, -84857, -84891, -84835, -84644
5357, -84747, -84800, -84838, -85057, -84860, -84889, -84836, -84646
5358, -84751, -84804, -84845, -85057, -84866, -84879, -84833, -84639
5359, -84751, -84806, -84849, -85072, -84868, -84881, -84832, -84639
5360, -84750, -84804, -84850, -85064, -84861, -84889, -84836, -84643
5361, -84747, -84809, -84859, -85062, -84859, -84901, -84842, -84639
5362, -84756, -84816, -84852, -85056, -84873, -84906, -84852, -84653
5363, -84753, -84826, -84842, -85067, -84877, -84902, -84845, -84641
5364, -84764, -84827, -84851, -85071, -84867, -84887, -84842, -84629
5365, -84759, -84811, -84856, -85074, -84866, -84894, -84847, -84637
5366, -84752, -84811, -84860, -85070, -84864, -84882, -84843, -84646
5367, -84751, -84812, -84856, -85074, -84864, -84889, -84839, -84642
5368, -84746, -84812, -84846, -85062, -84862, -84891, -84839, -84635
5369, -84757, -84819, -84848, -85068, -84863, -84895, -84846, -84652
5370, -84756, -84809, -84839, -85060, -84872, -84891, -84840, -84647
5371, -84760, -84800, -84844, -85056, -84871, -84896, -84839, -84636
5372, -84746, -84799, -84847, -85058, -84868, -84892, -84850, -84647
5373, -84746, -84812, -84858, -85066, -84879, -84886, -84854, -84646
5374, -84750, -84809, -84860, -85057, -84876, -84891, -84841, -84635
5375, -84749, -84811, -84845, -85056, -84857, -84887, -84841, -84643
5376, -84751, -84807, -84844, -85043, -84857, -84886, -84837, -84632
5377, -84749, -84823, -84862, -85064, -84875, -84897, -84841, -84643
5378, -84749, -84825, -84854, -85066, -84859, -84892, -84830, -84637
5379, -84751, -84815, -84848, -85063, -84868, -84893, -84842, -84636
5380, -84760, -84814, -84849, -85070, -84870, -84901, -84850, -84639
5381, -84756, -84807, -84846, -85051, -84867, -84900, -84851, -84638
5382, -84747, -84810, -84854, -85058, -84864, -84891, -84842, -84643
5383, -84756, -84814, -84856, -85064, -84863, -84887, -84842, -84649
5384, -84758, -84822, -84850, -85057, -84866, -84894, -84844, -84641
5385, -84753, -84816, -84844, -85059, -84864, -84886, -84849, -84639
5386, -84750, -84814, -84851, -85076, -84863, -84892, -84842, -84647
5387, -84759, -84821, -84843, -85072, -84862, -84894, -84841, -84651
5388, -84761, -84822, -84850, -85062, -84869, -84899, -84845, -84641
5389, -84755, -84816, -84850, -85052, -84872, -84892, -84840, -84633
5390, -84751, -84804, -84849, -85053, -84876, -84884, -84846, -84643
5391, -84748, -84809, -84851, -85059, -84872, -84889, -84856, -84641
5392, -84751, -84817, -84861, -85061, -84866, -84894, -84857, -84641
5393, -84749, -84816, -84842, -85062, -84865, -84882, -84846, -84641
5394, -84757, -84823, -84845, -85065, -84861, -84892, -84840, -84644
5395, -84749, -84822, -84854, -85053, -84862, -84896, -84837, -84634
5396, -84751, -84817, -84847, -85062, -84867, -84888, -84847, -84631
5397, -84749, -84826, -84844, -85066, -84859, -84888, -84837, -84648
5398, -84739, -84804, -84847, -85060, -84863, -84882, -84829, -84645
5399, -84756, -84812, -84845, -85068, -84870, -84892, -84849, -84657
5400, -84756, -84809, -84846, -85072, -84868, -84898, -84845, -84649
5401, -84757, -84808, -84849, -85071, -84861, -84879, -84847, -84643
5402, -84756, -84819, -84858, -85064, -84877, -84888, -84854, -84641
5403, -84742, -84805, -84856, -85058, -84874, -84894, -84852, -84646
5404, -84747, -84817, -84846, -85064, -84858, -84900, -84839, -84636
5405, -84754, -84812, -84849, -85063, -84866, -84899, -84837, -84641
5406, -84753, -84812, -84855, -85072, -84859, -84896, -84838, -84646
5407, -84754, -84817, -84858, -85077, -84863, -84894, -84852, -84642
5408, -84758, -84815, -84853, -85072, -84860, -84902, -84851, -84651
5409, -84760, -84816, -84851, -85076, -84869, -84905, -84848, -84646
5410, -84752, -84812, -84856, -85062, -84876, -84906, -84854, -84642
5411, -84746, -84828, -84847, -85052, -84866, -84897, -84837, -84629
5412, -56959, -57026, -57089, -57270, -57083, -57097, -57087, -56863
5413, 54809, 54766, 54576, 54419, 54641, 54668, 54514, 54819
5414, 82899, 82854, 82658, 82489, 82721, 82761, 82571, 82873
5415, 82905, 82864, 82657, 82489, 82717, 82765, 82560, 82877
5416, 82912, 82860, 82644, 82471, 82719, 82751, 82561, 82873
5417, 82902, 82851, 82642, 82473, 82719, 82761, 82574, 82876
5418, 82911, 82863, 82650, 82475, 82728, 82756, 82567, 82875
5419, 82904, 82866, 82641, 82479, 82726, 82752, 82556, 82886
5420, 82909, 82861, 82643, 82476, 82722, 82758, 82554, 82879
5421, 82899, 82851, 82642, 82469, 82716, 82761, 82557, 82876
5422, 82898, 82853, 82641, 82478, 82723, 82768, 82566, 82886
5423, 82906, 82861, 82651, 82482, 82736, 82760, 82567, 82887
5424, 82904, 82853, 82659, 82479, 82732, 82751, 82576, 82887
5425, 82902, 82860, 82651, 82478, 82723, 82759, 82563, 82878
5426, 82893, 82864, 82647, 82484, 82724, 82766, 82552, 82861
5427, 82903, 82858, 82646, 82479, 82723, 82758, 82559, 82875
5428, 82903, 82848, 82645, 82474, 82724, 82754, 82570, 82872
5429, 82902, 82844, 82648, 82477, 82737, 82759, 82564, 82883
5430, 82898, 82851, 82649, 82476, 82721, 82750, 82556, 82875
5431, 82903, 82843, 82649, 82481, 82716, 82750, 82555, 82867
5432, 82909, 82858, 82653, 82478, 82724, 82759, 82554, 82863
5433, 82903, 82860, 82646, 82485, 82721, 82763, 82561, 82872
5434, 82902, 82858, 82652, 82496, 82711, 82755, 82554, 82868
5435, 82902, 82854, 82638, 82486, 82711, 82748, 82547, 82857
5436, 82914, 82851, 82641, 82476, 82718, 82754, 82553, 82853
5437, 82903, 82861, 82650, 82469, 82714, 82758, 82554, 82860
5438, 82901, 82866, 82641, 82471, 82729, 82758, 82566, 82878
5439, 82896, 82857, 82638, 82476, 82734, 82743, 82561, 82871
5440, 82896, 82862, 82654, 82478, 82728, 82749, 82559, 82858
5441, 82896, 82858, 82658, 82484, 82725, 82764, 82564, 82864
5442, 82903, 82863, 82648, 82484, 82727, 82773, 82561, 82868
5443, 82911, 82859, 82628, 82478, 82724, 82754, 82568, 82874
5444, 82903, 82867, 82627, 82475, 82720, 82749, 82563, 82876
5445, 82899, 82861, 82653, 82482, 82720, 82757, 82553, 82881
5446, 82896, 82854, 82648, 82478, 82724, 82759, 82554, 82880
5447, 82902, 82857, 82643, 82479, 82719, 82748, 82567, 82873
5448, 82898, 82865, 82649, 82476, 82731, 82756, 82550, 82871
5449, 82900, 82853, 82643, 82476, 82726, 82767, 82555, 82873
5450, 82900, 82857, 82651, 82474, 82721, 82763, 82563, 82875
5451, 82901, 82863, 82637, 82475, 82714, 82746, 82559, 82879
5452, 82899, 82858, 82654, 82473, 82710, 82754, 82550, 82869
5453, 82905, 82866, 82654, 82473, 82714, 82766, 82549, 82883
5454, 82904, 82863, 82658, 82483, 82717, 82771, 82554, 82892
5455, 82903, 82855, 82653, 82478, 82711, 82768, 82563, 82883
5456, 82897, 82856, 82653, 82472, 82718, 82761, 82573, 82870
5457, 82904, 82855, 82635, 82489, 82724, 82756, 82569, 82868
5458, 82903, 82848, 82639, 82484, 82723, 82754, 82564, 82875
5459, 82898, 82835, 82647, 82473, 82729, 82748, 82562, 82882
5460, 82896, 82841, 82641, 82459, 82730, 82734, 82550, 82863
5461, 82896, 82846, 82653, 82475, 82736, 82746, 82561, 82868
5462, 82898, 82848, 82649, 82477, 82727, 82759, 82562, 82877
5463, 82900, 82853, 82640, 82483, 82725, 82760, 82553, 82871
5464, 82908, 82864, 82641, 82493, 82721, 82763, 82557, 82876
5465, 82918, 82871, 82643, 82483, 82713, 82763, 82564, 82878
5466, 82904, 82869, 82648, 82485, 82722, 82754, 82573, 82886
5467, 82896, 82859, 82653, 82491, 82722, 82765, 82576, 82894
5468, 82899, 82860, 82648, 82490, 82723, 82764, 82569, 82887
5469, 82899, 82865, 82641, 82484, 82731, 82758, 82569, 82879
5470, 82901, 82868, 82639, 82481, 82728, 82746, 82561, 82871
5471, 82906, 82869, 82641, 82475, 82719, 82748, 82560, 82876
5472, 82908, 82856, 82649, 82488, 82716, 82753, 82564, 82876
5473, 82901, 82859, 82636, 82482, 82714, 82751, 82553, 82873
5474, 82884, 82846, 82642, 82477, 82719, 82754, 82554, 82879
5475, 82892, 82846, 82643, 82478, 82721, 82759, 82571, 82883
5476, 55109, 55063, 54888, 54693, 54936, 54958, 54819, 55097
5477, -56655, -56721, -56771, -56989, -56782, -56812, -56792, -56581
5478, -84749, -84814, -84841, -85065, -84859, -84896, -84851, -84646
5479, -84751, -84810, -84844, -85058, -84867, -84891, -84844, -84636
5480, -84758, -84812, -84837, -85047, -84862, -84895, -84838, -84637
5481, -84756, -84821, -84853, -85057, -84867, -84895, -84848, -84642
5482, -84751, -84815, -84846, -85059, -84864, -84891, -84835, -84637
5483, -84749, -84801, -84854, -85070, -84863, -84886, -84840, -84632
5484, -84754, -84802, -84848, -85064, -84871, -84886, -84832, -84645
5485, -84757, -84801, -84848, -85052, -84861, -84886, -84825, -84636
5486, -84754, -84803, -84843, -85045, -84860, -84884, -84824, -84633
5487, -84761, -84811, -84856, -85057, -84869, -84881, -84848, -84641
5488, -84755, -84822, -84861, -85062, -84874, -84886, -84852, -84640
5489, -84756, -84821, -84858, -85048, -84864, -84882, -84847, -84633
5490, -84764, -84821, -84857, -85075, -84862, -84888, -84854, -84642
5491, -84765, -84817, -84861, -85074, -84872, -84883, -84849, -84649
5492, -84752, -84799, -84859, -85081, -84865, -84892, -84866, -84654
5493, -84753, -84807, -84857, -85078, -84870, -84898, -84856, -84642
5494, -84757, -84821, -84860, -85068, -84869, -84886, -84846, -84641
5495, -84769, -84817, -84858, -85066, -84864, -84892, -84856, -84634
5496, -84759, -84810, -84851, -85059, -84867, -84904, -84844, -84642
5497, -84750, -84811, -84861, -85059, -84854, -84901, -84841, -84644
5498, -84752, -84818, -84854, -85069, -84868, -84894, -84845, -84635
5499, -84752, -84816, -84859, -85062, -84869, -84890, -84847, -84642
5500, -84757, -84818, -84857, -85061, -84867, -84901, -84844, -84647
5501, -84760, -84820, -84845, -85056, -84858, -84887, -84841, -84636
5502, -84756, -84818, -84844, -85052, -84862, -84887, -84843, -84627
5503, -84753, -84804, -84842, -85051, -84854, -84884, -84842, -84635
5504, -84762, -84811, -84846, -85064, -84870, -84889, -84853, -84649
5505, -84754, -84809, -84846, -85069, -84872, -84891, -84838, -84642
5506, -84759, -84809, -84849, -85076, -84867, -84884, -84840, -84641
5507, -84760, -84817, -84856, -85068, -84874, -84884, -84847, -84636
5508, -84762, -84828, -84863, -85057, -84876, -84907, -84847, -84647
5509, -84756, -84816, -84849, -85059, -84870, -84901, -84833, -84646
5510, -84753, -84826, -84853, -85061, -84872, -84886, -84844, -84642
5511, -84753, -84811, -84856, -85054, -84865, -84887, -84855, -84647
5512, -84764, -84817, -84852, -85065, -84877, -84889, -84852, -84648
5513, -84747, -84814, -84856, -85063, -84868, -84883, -84844, -84636
5514, -84739, -84806, -84846, -85069, -84864, -84894, -84848, -84644
5515, -84756, -84828, -84856, -85064, -84869, -84897, -84851, -84636
5516, -84749, -84821, -84852, -85060, -84865, -84896, -84841, -84639
5517, -84746, -84802, -84859, -85065, -84841, -84887, -84842, -84635
5518, -84742, -84817, -84847, -85057, -84852, -84892, -84849, -84644
5519, -84746, -84818, -84839, -85058, -84865, -84889, -84846, -84646
5520, -84749, -84809, -84855, -85069, -84875, -84875, -84837, -84640
5521, -84745, -84812, -84844, -85061, -84868, -84884, -84837, -84640
5522, -84735, -84816, -84845, -85056, -84857, -84894, -84841, -84634
5523, -84747, -84821, -84854, -85045, -84860, -84894, -84851, -84633
5524, -84746, -84829, -84846, -85049, -84866, -84897, -84842, -84632
5525, -84745, -84820, -84843, -85061, -84873, -84896, -84834, -84642
5526, -84757, -84813, -84834, -85073, -84871, -84889, -84844, -84647
5527, -84751, -84808, -84846, -85061, -84867, -84892, -84845, -84656
5528, -84741, -84806, -84847, -85066, -84879, -84887, -84846, -84636
5529, -84741, -84812, -84841, -85054, -84874, -84901, -84849, -84637
5530, -84742, -84811, -84836, -85052, -84856, -84902, -84837, -84639
5531, -84754, -84805, -84843, -85064, -84871, -84886, -84834, -84645
5532, -84759, -84815, -84850, -85071, -84871, -84878, -84838, -84648
5533, -84758, -84819, -84850, -85073, -84871, -84901, -84838, -84637
5534, -84756, -84817, -84855, -85077, -84871, -84906, -84844, -84639
5535, -84758, -84816, -84858, -85076, -84864, -84906, -84856, -84638
5536, -84757, -84824, -84847, -85062, -84863, -84901, -84856, -84634
5537, -84753, -84807, -84842, -85065, -84871, -84891, -84844, -84634
5538, -84751, -84806, -84843, -85068, -84874, -84888, -84834, -84634
5539, -84764, -84809, -84848, -85056, -84862, -84887, -84842, -84642
5540, -56971, -57008, -57084, -57277, -57081, -57091, -57092, -56868
5541, 54799, 54774, 54585, 54423, 54630, 54678, 54514, 54811
5542, 82895, 82862, 82649, 82478, 82715, 82759, 82553, 82880
5543, 82895, 82858, 82642, 82476, 82741, 82763, 82569, 82876
5544, 82892, 82863, 82646, 82466, 82732, 82757, 82573, 82879
5545, 82889, 82866, 82653, 82469, 82722, 82760, 82570, 82878
5546, 82893, 82858, 82645, 82471, 82718, 82763, 82572, 82882
5547, 82901, 82849, 82647, 82468, 82717, 82757, 82561, 82881
5548, 82907, 82849, 82653, 82479, 82721, 82758, 82557, 82886
5549, 82909, 82849, 82649, 82494, 82721, 82756, 82564, 82884
5550, 82899, 82858, 82629, 82482, 82720, 82746, 82567, 82878
5551, 82897, 82856, 82646, 82479, 82716, 82757, 82569, 82874
5552, 82907, 82848, 82659, 82486, 82722, 82754, 82553, 82878
5553, 82908, 82859, 82649, 82466, 82719, 82754, 82552, 82876
5554, 82907, 82864, 82656, 82471, 82709, 82764, 82551, 82881
5555, 82898, 82863, 82653, 82488, 82728, 82764, 82563, 82877
5556, 82893, 82859, 82652, 82481, 82721, 82763, 82560, 82871
5557, 82906, 82871, 82651, 82477, 82717, 82768, 82558, 82861
5558, 82904, 82868, 82649, 82486, 82721, 82759, 82558, 82869
5559, 82891, 82865, 82644, 82491, 82714, 82754, 82571, 82872
5560, 82891, 82853, 82633, 82473, 82726, 82746, 82563, 82873
5561, 82897, 82861, 82633, 82475, 82721, 82747, 82557, 82874
5562, 82908, 82867, 82640, 82472, 82723, 82756, 82563, 82874
5563, 82896, 82852, 82641, 82461, 82713, 82759, 82551, 82866
5564, 82894, 82846, 82644, 82469, 82705, 82756, 82553, 82857
5565, 82892, 82859, 82636, 82483, 82719, 82760, 82561, 82864
5566, 82899, 82858, 82641, 82477, 82727, 82751, 82564, 82866
5567, 82903, 82851, 82655, 82489, 82723, 82758, 82574, 82880
5568, 82905, 82856, 82653, 82489, 82716, 82758, 82568, 82875
5569, 82898, 82843, 82638, 82482, 82718, 82754, 82560, 82879
5570, 82888, 82848, 82644, 82476, 82716, 82754, 82549, 82876
5571, 82899, 82856, 82645, 82478, 82721, 82754, 82558, 82875
5572, 82897, 82862, 82641, 82473, 82720, 82753, 82567, 82881
5573, 82893, 82861, 82656, 82491, 82717, 82762, 82563, 82874
5574, 82886, 82858, 82651, 82493, 82719, 82756, 82549, 82869
5575, 82906, 82866, 82649, 82476, 82717, 82764, 82560, 82873
5576, 82913, 82868, 82640, 82471, 82712, 82758, 82558, 82877
5577, 82906, 82856, 82643, 82486, 82724, 82750, 82553, 82872
5578, 82908, 82859, 82649, 82486, 82733, 82763, 82560, 82880
5579, 82899, 82859, 82652, 82489, 82728, 82756, 82574, 82889
5580, 82905, 82861, 82656, 82481, 82730, 82766, 82571, 82884
5581, 82899, 82861, 82641, 82478, 82723, 82749, 82563, 82875
5582, 82901, 82857, 82651, 82473, 82719, 82756, 82566, 82875
5583, 82907, 82859, 82664, 82483, 82726, 82770, 82573, 82878
5584, 82896, 82853, 82647, 82486, 82721, 82761, 82558, 82872
5585, 82904, 82854, 82640, 82484, 82716, 82754, 82550, 82886
5586, 82904, 82866, 82646, 82471, 82724, 82758, 82551, 82878
5587, 82902, 82859, 82646, 82485, 82727, 82757, 82566, 82864
5588, 82909, 82861, 82641, 82476, 82721, 82758, 82563, 82874
5589, 82901, 82850, 82647, 82480, 82715, 82743, 82563, 82884
5590, 82913, 82859, 82649, 82482, 82711, 82741, 82568, 82879
5591, 82911, 82859, 82653, 82483, 82723, 82736, 82571, 82876
5592, 82907, 82844, 82646, 82468, 82714, 82744, 82554, 82868
5593, 82911, 82869, 82650, 82477, 82728, 82753, 82566, 82880
5594, 82898, 82868, 82651, 82490, 82724, 82757, 82567, 82886
5595, 82900, 82853, 82634, 82474, 82713, 82748, 82548, 82871
5596, 82901, 82853, 82643, 82488, 82728, 82756, 82561, 82869
5597, 82893, 82853, 82649, 82475, 82722, 82759, 82554, 82870
5598, 82893, 82856, 82658, 82479, 82718, 82756, 82561, 82878
5599, 82906, 82856, 82658, 82488, 82726, 82754, 82569, 82876
5600, 82896, 82845, 82641, 82483, 82729, 82756, 82554, 82881
5601, 82904, 82839, 82631, 82484, 82728, 82754, 82554, 82873
5602, 82903, 82847, 82641, 82470, 82722, 82751, 82563, 82866
5603, 82899, 82856, 82649, 82477, 82728, 82751, 82556, 82878
5604, 55111, 55061, 54887, 54694, 54953, 54951, 54789, 55102
5605, -56649, -56720, -56777, -56990, -56783, -56811, -56798, -56574
5606, -84750, -84819, -84847, -85054, -84871, -84904, -84846, -84634
5607, -84758, -84811, -84842, -85061, -84870, -84896, -84844, -84642
5608, -84757, -84810, -84852, -85057, -84869, -84894, -84829, -84645
5609, -84768, -84816, -84856, -85062, -84873, -84896, -84831, -84649
5610, -84754, -84818, -84862, -85066, -84864, -84887, -84851, -84658
5611, -84747, -84817, -84865, -85059, -84852, -84889, -84846, -84643
5612, -84757, -84818, -84854, -85057, -84866, -84885, -84836, -84636
5613, -84736, -84811, -84849, -85069, -84857, -84883, -84836, -84638
5614, -84754, -84812, -84841, -85061, -84852, -84878, -84841, -84646
5615, -84761, -84820, -84851, -85061, -84865, -84890, -84849, -84633
5616, -84752, -84806, -84848, -85061, -84867, -84910, -84850, -84633
5617, -84750, -84805, -84847, -85056, -84864, -84909, -84859, -84646
5618, -84762, -84812, -84842, -85064, -84858, -84907, -84843, -84644
5619, -84764, -84812, -84846, -85077, -84857, -84900, -84827, -84649
5620, -84761, -84811, -84857, -85064, -84857, -84896, -84834, -84640
5621, -84759, -84816, -84858, -85065, -84868, -84889, -84836, -84630
5622, -84764, -84812, -84852, -85066, -84874, -84881, -84829, -84649
5623, -84764, -84819, -84849, -85062, -84871, -84891, -84846, -84653
5624, -84776, -84818, -84861, -85067, -84868, -84892, -84851, -84649
5625, -84760, -84809, -84846, -85064, -84867, -84896, -84836, -84655
5626, -84756, -84817, -84856, -85072, -84862, -84888, -84840, -84649
5627, -84764, -84811, -84857, -85066, -84868, -84882, -84844, -84650
5628, -84754, -84807, -84866, -85060, -84871, -84886, -84855, -84641
5629, -84767, -84811, -84856, -85067, -84871, -84902, -84849, -84655
5630, -84769, -84815, -84848, -85065, -84874, -84907, -84842, -84647
5631, -84767, -84816, -84846, -85043, -84874, -84898, -84846, -84643
5632, -84775, -84819, -84833, -85049, -84870, -84902, -84842, -84646
5633, -84764, -84815, -84841, -85069, -84869, -84896, -84841, -84643
5634, -84756, -84812, -84844, -85059, -84861, -84896, -84841, -84649
5635, -84755, -84802, -84856, -85069, -84862, -84890, -84847, -84655
5636, -84759, -84806, -84853, -85067, -84868, -84905, -84855, -84657
5637, -84767, -84811, -84853, -85056, -84869, -84902, -84854, -84655
5638, -84767, -84821, -84857, -85065, -84874, -84905, -84858, -84646
5639, -84761, -84799, -84858, -85061, -84861, -84899, -84843, -84639
5640, -84748, -84809, -84851, -85057, -84869, -84882, -84821, -84636
5641, -84751, -84816, -84850, -85065, -84874, -84893, -84825, -84647
5642, -84762, -84816, -84860, -85079, -84874, -84885, -84841, -84652
5643, -84754, -84827, -84856, -85067, -84869, -84895, -84847, -84650
5644, -84744, -84824, -84851, -85062, -84859, -84886, -84844, -84648
5645, -84752, -84812, -84851, -85066, -84874, -84887, -84839, -84654
5646, -84758, -84817, -84853, -85066, -84873, -84889, -84857, -84657
5647, -84771, -84812, -84844, -85054, -84866, -84892, -84852, -84641
5648, -84758, -84817, -84849, -85056, -84857, -84891, -84840, -84644
5649, -84759, -84808, -84855, -85072, -84852, -84884, -84844, -84650
5650, -84749, -84810, -84851, -85064, -84846, -84881, -84841, -84645
5651, -84735, -84811, -84843, -85058, -84856, -84892, -84842, -84640
5652, -84738, -84821, -84849, -85060, -84867, -84896, -84847, -84644
5653, -84752, -84821, -84850, -85054, -84869, -84889, -84835, -84636
5654, -84756, -84817, -84848, -85068, -84866, -84896, -84848, -84646
5655, -84759, -84814, -84859, -85061, -84839, -84887, -84850, -84644
5656, -84752, -84816, -84867, -85065, -84855, -84886, -84858, -84643
5657, -84762, -84822, -84864, -85071, -84875, -84898, -84849, -84646
5658, -84765, -84822, -84851, -85062, -84867, -84890, -84842, -84648
5659, -84756, -84825, -84850, -85062, -84866, -84894, -84842, -84646
5660, -84746, -84812, -84852, -85059, -84862, -84889, -84837, -84639
5661, -84753, -84812, -84856, -85047, -84866, -84893, -84835, -84637
5662, -84742, -84812, -84853, -85038, -84865, -84896, -84826, -84625
5663, -84749, -84807, -84862, -85062, -84867, -84888, -84838, -84637
5664, -84747, -84818, -84851, -85058, -84874, -84898, -84841, -84644
5665, -84745, -84819, -84851, -85061, -84871, -84907, -84842, -84642
5666, -84754, -84823, -84849, -85063, -84877, -84896, -84839, -84641
5667, -84752, -84817, -84856, -85057, -84871, -84889, -84840, -84648
5668, -56970, -57011, -57094, -57286, -57091, -57094, -57082, -56869
5669, 54801, 54769, 54573, 54408, 54632, 54667, 54519, 54812
5670, 82898, 82854, 82639, 82474, 82723, 82751, 82554, 82867
5671, 82899, 82865, 82646, 82473, 82716, 82760, 82548, 82883
5672, 82896, 82860, 82646, 82479, 82725, 82759, 82568, 82894
5673, 82914, 82864, 82650, 82483, 82736, 82760, 82568, 82892
5674, 82913, 82855, 82650, 82487, 82734, 82762, 82564, 82876
5675, 82914, 82859, 82646, 82482, 82725, 82746, 82570, 82877
5676, 82906, 82853, 82654, 82483, 82710, 82752, 82574, 82878
5677, 82887, 82859, 82656, 82474, 82711, 82750, 82561, 82874
5678, 82904, 82854, 82644, 82483, 82714, 82753, 82556, 82862
5679, 82906, 82853, 82647, 82487, 82725, 82753, 82556, 82863
5680, 82906, 82846, 82653, 82490, 82726, 82753, 82569, 82878
5681, 82906, 82854, 82658, 82481, 82734, 82751, 82557, 82876
5682, 82903, 82863, 82648, 82474, 82727, 82767, 82553, 82880
5683, 82899, 82857, 82641, 82478, 82727, 82767, 82559, 82880
5684, 82898, 82853, 82646, 82478, 82721, 82766, 82566, 82876
5685, 82898, 82849, 82644, 82480, 82717, 82759, 82566, 82869
5686, 82901, 82848, 82646, 82495, 82719, 82759, 82566, 82869
5687, 82881, 82856, 82647, 82484, 82722, 82760, 82566, 82868
5688, 82891, 82858, 82639, 82474, 82716, 82756, 82559, 82866
5689, 82890, 82867, 82650, 82478, 82714, 82753, 82554, 82880
5690, 82901, 82856, 82649, 82476, 82719, 82751, 82551, 82869
5691, 82906, 82856, 82640, 82471, 82724, 82757, 82557, 82872
5692, 82906, 82859, 82648, 82474, 82733, 82755, 82556, 82869
5693, 82899, 82861, 82643, 82489, 82731, 82755, 82556, 82877
5694, 82897, 82859, 82638, 82495, 82723, 82755, 82554, 82875
5695, 82902, 82861, 82660, 82484, 82728, 82757, 82560, 82875
5696, 82901, 82852, 82643, 82477, 82720, 82749, 82562, 82878
5697, 82909, 82861, 82634, 82484, 82729, 82760, 82561, 82872
5698, 82904, 82864, 82641, 82473, 82739, 82768, 82558, 82881
5699, 82903, 82865, 82641, 82476, 82740, 82759, 82565, 82864
5700, 82908, 82858, 82652, 82478, 82732, 82759, 82567, 82878
5701, 82903, 82861, 82647, 82475, 82732, 82759, 82577, 82886
5702, 82901, 82861, 82643, 82481, 82724, 82752, 82566, 82872
5703, 82906, 82868, 82644, 82483, 82711, 82757, 82563, 82874
5704, 82904, 82863, 82634, 82484, 82704, 82745, 82552, 82863
5705, 82901, 82862, 82643, 82483, 82716, 82753, 82554, 82876
5706, 82893, 82869, 82650, 82479, 82724, 82754, 82556, 82871
5707, 82896, 82863, 82656, 82476, 82721, 82761, 82564, 82872
5708, 82914, 82870, 82653, 82488, 82726, 82759, 82560, 82881
5709, 82915, 82866, 82645, 82486, 82727, 82752, 82546, 82879
5710, 82896, 82858, 82653, 82476, 82726, 82755, 82549, 82873
5711, 82900, 82855, 82646, 82479, 82707, 82761, 82563, 82871
5712, 82894, 82863, 82641, 82480, 82718, 82763, 82565, 82872
5713, 82893, 82863, 82639, 82488, 82725, 82756, 82561, 82868
5714, 82912, 82856, 82649, 82488, 82713, 82764, 82557, 82874
5715, 82905, 82848, 82653, 82479, 82723, 82759, 82554, 82866
5716, 82905, 82844, 82639, 82484, 82719, 82759, 82553, 82873
5717, 82903, 82848, 82646, 82471, 82717, 82759, 82563, 82882
5718, 82905, 82853, 82649, 82478, 82727, 82753, 82556, 82875
5719, 82904, 82849, 82641, 82481, 82730, 82758, 82559, 82871
5720, 82918, 82865, 82643, 82483, 82716, 82754, 82559, 82861
5721, 82914, 82862, 82654, 82480, 82724, 82768, 82566, 82854
5722, 82910, 82858, 82643, 82478, 82723, 82758, 82567, 82871
5723, 82903, 82862, 82648, 82488, 82728, 82756, 82566, 82875
5724, 82899, 82861, 82651, 82496, 82716, 82751, 82553, 82889
5725, 82896, 82864, 82654, 82469, 82712, 82747, 82554, 82876
5726, 82896, 82869, 82652, 82474, 82708, 82758, 82556, 82875
