CH1SET,CH2SET,CH3SET,CH4SET,CH5SET,CH6SET,CH7SET,CH8SET,CH1SET1,CH2SET1,CH3SET1,CH4SET1,CH5SET1,CH6SET1,CH7SET1,CH8SET1
195208, -24703, 266452, 404646, -28712, 62698, 208247, -22039, -24703, 266452, 404646, -28712, 62698, 208247, -22039, -24703, 266452, 404646, -28712, 62698, 208247, -22039
190429, -24654, 282670, 405644, -28434, 59858, 228119, -22051, -24654, 282670, 405644, -28434, 59858, 228119, -22051, -24654, 282670, 405644, -28434, 59858, 228119, -22051
186815, -24497, 293682, 412998, -28671, 64619, 224287, -22089, -24497, 293682, 412998, -28671, 64619, 224287, -22089, -24497, 293682, 412998, -28671, 64619, 224287, -22089
199201, -24869, 296223, 395139, -28842, 69186, 218106, -21767, -24869, 296223, 395139, -28842, 69186, 218106, -21767, -24869, 296223, 395139, -28842, 69186, 218106, -21767
195029, -24588, 283581, 384622, -28660, 63165, 216558, -21654, -24588, 283581, 384622, -28660, 63165, 216558, -21654, -24588, 283581, 384622, -28660, 63165, 216558, -21654
178283, -24206, 277028, 384813, -28643, 63444, 217882, -21852, -24206, 277028, 384813, -28643, 63444, 217882, -21852, -24206, 277028, 384813, -28643, 63444, 217882, -21852
176998, -24518, 267388, 389994, -28762, 62553, 225686, -21894, -24518, 267388, 389994, -28762, 62553, 225686, -21894, -24518, 267388, 389994, -28762, 62553, 225686, -21894
190410, -24468, 259113, 385821, -28714, 61632, 211579, -21941, -24468, 259113, 385821, -28714, 61632, 211579, -21941, -24468, 259113, 385821, -28714, 61632, 211579, -21941
182470, -24651, 260154, 373211, -28950, 61988, 221173, -21962, -24651, 260154, 373211, -28950, 61988, 221173, -21962, -24651, 260154, 373211, -28950, 61988, 221173, -21962
184039, -24852, 286838, 370469, -28767, 65363, 219741, -22037, -24852, 286838, 370469, -28767, 65363, 219741, -22037, -24852, 286838, 370469, -28767, 65363, 219741, -22037
182170, -24351, 269075, 390499, -28564, 64138, 215517, -22162, -24351, 269075, 390499, -28564, 64138, 215517, -22162, -24351, 269075, 390499, -28564, 64138, 215517, -22162
181783, -24315, 274447, 397128, -28661, 66006, 189398, -22093, -24315, 274447, 397128, -28661, 66006, 189398, -22093, -24315, 274447, 397128, -28661, 66006, 189398, -22093
181613, -24688, 277187, 394550, -28706, 67083, 206032, -21923, -24688, 277187, 394550, -28706, 67083, 206032, -21923, -24688, 277187, 394550, -28706, 67083, 206032, -21923
177566, -24783, 271696, 386451, -28630, 67443, 199994, -21874, -24783, 271696, 386451, -28630, 67443, 199994, -21874, -24783, 271696, 386451, -28630, 67443, 199994, -21874
184921, -24859, 273016, 360655, -28639, 61396, 204078, -22061, -24859, 273016, 360655, -28639, 61396, 204078, -22061, -24859, 273016, 360655, -28639, 61396, 204078, -22061
184454, -24869, 268416, 393227, -28772, 61381, 227268, -21953, -24869, 268416, 393227, -28772, 61381, 227268, -21953, -24869, 268416, 393227, -28772, 61381, 227268, -21953
178158, -24431, 268634, 392873, -28791, 63093, 202972, -21836, -24431, 268634, 392873, -28791, 63093, 202972, -21836, -24431, 268634, 392873, -28791, 63093, 202972, -21836
183880, -24252, 282641, 402418, -28446, 63581, 199743, -21793, -24252, 282641, 402418, -28446, 63581, 199743, -21793, -24252, 282641, 402418, -28446, 63581, 199743, -21793
188923, -23879, 276249, 409761, -28590, 62668, 201186, -21702, -23879, 276249, 409761, -28590, 62668, 201186, -21702, -23879, 276249, 409761, -28590, 62668, 201186, -21702
185789, -23864, 278029, 388203, -28741, 63021, 182564, -21901, -23864, 278029, 388203, -28741, 63021, 182564, -21901, -23864, 278029, 388203, -28741, 63021, 182564, -21901
184673, -24258, 276783, 388342, -28713, 68152, 193183, -21949, -24258, 276783, 388342, -28713, 68152, 193183, -21949, -24258, 276783, 388342, -28713, 68152, 193183, -21949
181102, -24571, 256759, 383077, -28546, 65971, 211537, -22091, -24571, 256759, 383077, -28546, 65971, 211537, -22091, -24571, 256759, 383077, -28546, 65971, 211537, -22091
191679, -24634, 274940, 380061, -28677, 65282, 191903, -21865, -24634, 274940, 380061, -28677, 65282, 191903, -21865, -24634, 274940, 380061, -28677, 65282, 191903, -21865
